# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13084823_sorted.bam" "SRR13084834_sorted.bam" "SRR13084828_sorted.bam" "SRR13084824_sorted.bam" "SRR13084817_sorted.bam" "SRR13084830_sorted.bam" "SRR13084837_sorted.bam" "SRR13084827_sorted.bam" "SRR13084821_sorted.bam" "SRR13084833_sorted.bam" "SRR13084822_sorted.bam" "SRR13084820_sorted.bam" "SRR13084838_sorted.bam" "SRR13084835_sorted.bam" "SRR13084818_sorted.bam" "SRR13084825_sorted.bam" "SRR13084839_sorted.bam" "SRR13084831_sorted.bam" "SRR13084832_sorted.bam" "SRR13084819_sorted.bam" "SRR13084840_sorted.bam" "SRR13084836_sorted.bam" "SRR13084826_sorted.bam" "SRR13084829_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13084823_sorted.bam	SRR13084834_sorted.bam	SRR13084828_sorted.bam	SRR13084824_sorted.bam	SRR13084817_sorted.bam	SRR13084830_sorted.bam	SRR13084837_sorted.bam	SRR13084827_sorted.bam	SRR13084821_sorted.bam	SRR13084833_sorted.bam	SRR13084822_sorted.bam	SRR13084820_sorted.bam	SRR13084838_sorted.bam	SRR13084835_sorted.bam	SRR13084818_sorted.bam	SRR13084825_sorted.bam	SRR13084839_sorted.bam	SRR13084831_sorted.bam	SRR13084832_sorted.bam	SRR13084819_sorted.bam	SRR13084840_sorted.bam	SRR13084836_sorted.bam	SRR13084826_sorted.bam	SRR13084829_sorted.bam
gene-b3631	U00096.3	3805943	3807067	-	1125	2325	376	341	1129	1518	1779	2216	333	512	397	282	870	1417	2047	2630	1597	423	1749	1284	1255	566	1998	1380	1880
gene-b3632	U00096.3	3807064	3808098	-	1035	3173	623	431	1646	2187	2877	3286	436	672	546	345	1016	1988	2845	3505	2184	596	2509	1724	1668	716	3125	1890	2737
gene-b4760	U00096.3	3808166	3808238	-	73	364	59	54	209	248	447	371	42	61	61	37	132	391	309	341	267	61	253	366	175	67	746	207	280
gene-b3633	U00096.3	3808540	3809817	+	1278	1558	281	333	1187	1182	881	979	362	551	396	259	568	939	1217	1423	1063	458	1001	866	757	548	1010	1016	1213
gene-b3634	U00096.3	3809825	3810304	+	480	1193	263	226	943	1097	744	926	296	490	378	206	428	692	1072	988	819	422	757	662	554	373	838	766	1166
gene-b3635	U00096.3	3810343	3811152	-	810	414	88	113	622	407	460	685	135	185	134	57	258	403	303	880	892	133	695	378	550	225	466	525	343
gene-b3636	U00096.3	3811250	3811417	-	168	32991	6019	4614	27516	25773	30977	40622	7222	10983	7819	4174	18885	33955	28716	38719	33163	9158	32205	29255	24143	6324	36238	36783	27774
gene-b3637	U00096.3	3811438	3811674	-	237	72444	10875	8565	64547	55903	63382	86891	15939	25061	18465	8365	38582	71456	65592	89892	73750	21189	68880	57602	54383	15184	75490	80163	63508
gene-b3638	U00096.3	3811891	3812559	-	669	2755	574	463	2037	2221	2272	2017	500	834	659	432	1225	2702	2153	2527	1586	696	1850	2785	1314	646	3147	2020	2202
gene-b3639	U00096.3	3812731	3813951	+	1221	1196	169	263	1026	959	697	686	287	474	304	182	431	650	787	1223	877	306	700	638	470	518	805	711	807
gene-b3640	U00096.3	3813929	3814387	+	459	1490	224	237	1275	1247	835	899	326	548	391	211	437	663	1007	1508	1016	377	921	670	655	570	884	953	1108
gene-b3641	U00096.3	3814494	3815090	+	597	1500	305	252	1375	1408	1069	1191	376	588	419	250	520	765	1110	1587	1099	469	1083	713	815	505	1052	1037	1296
gene-b3642	U00096.3	3815127	3815768	-	642	463	187	144	311	417	333	416	218	365	281	124	238	336	428	451	320	280	343	331	218	173	335	323	529
gene-b3643	U00096.3	3815863	3816549	-	687	6595	1754	1153	6156	6580	5643	7507	2247	3610	2767	1242	3242	4321	6086	8227	5991	2739	6315	4412	4634	1563	5826	5804	6616
gene-b3644	U00096.3	3816676	3817539	+	864	11109	2520	1896	7559	8815	6354	7977	2582	3849	2951	1922	3618	4934	9906	9234	6439	3274	6462	4645	4942	2733	6977	6433	9244
gene-b3645	U00096.3	3817760	3818584	+	825	202	112	66	169	144	287	426	45	70	116	45	86	284	378	287	196	115	301	287	136	127	454	139	335
gene-b3646	U00096.3	3818874	3819491	+	618	226	30	48	338	228	285	217	46	72	60	32	129	212	194	428	204	58	204	183	169	96	322	239	215
gene-b3647	U00096.3	3819488	3821170	-	1683	342	76	124	200	190	124	156	57	93	87	59	81	131	218	258	119	76	133	148	83	159	187	124	226
gene-b3648	U00096.3	3821428	3822051	+	624	9217	2349	1718	7360	6943	8491	10061	1841	3120	2404	1632	3090	5545	8192	10098	7831	2733	8179	4999	5821	2609	8588	5752	8435
gene-b3649	U00096.3	3822106	3822381	+	276	13657	3216	2148	10457	10294	9698	12002	3056	4763	3633	2267	4683	7806	11064	13934	9807	3837	10360	7119	7608	3509	10670	9403	11685
gene-b3650	U00096.3	3822400	3824508	+	2109	16614	3120	2482	12830	13135	11298	14770	3263	4934	3869	2567	5723	8353	13356	16498	13023	4277	13042	7464	8967	4336	11249	11426	13695
gene-b3651	U00096.3	3824515	3825204	+	690	2647	459	344	1764	2334	1518	1850	449	706	527	317	884	1358	2077	2022	1678	622	1765	1245	1181	582	1509	1655	2146
gene-b3652	U00096.3	3825210	3827291	+	2082	3046	534	498	1778	2760	1155	1373	712	1047	815	420	1005	1260	2308	1995	1434	810	1349	1364	937	815	1269	1875	2357
gene-b3653	U00096.3	3827460	3828665	-	1206	2616	582	514	1786	2823	1435	1280	670	1138	805	477	864	1317	2225	2108	1148	903	1321	1218	886	831	1511	1458	2458
gene-b3654	U00096.3	3828945	3830336	+	1392	4479	505	434	611	4734	403	165	667	900	658	383	1687	2364	3390	624	178	785	247	2261	124	971	551	3191	3724
gene-b3655	U00096.3	3830457	3832166	+	1710	3400	751	727	1372	2783	905	805	426	670	582	632	493	870	2474	1394	665	680	715	731	452	1028	1093	873	2318
gene-b3656	U00096.3	3832219	3834537	-	2319	453	105	149	224	293	123	152	80	137	132	88	87	134	305	307	130	85	119	146	103	256	193	106	290
gene-b3657	U00096.3	3834547	3835929	-	1383	140	36	71	52	57	42	62	23	59	55	24	29	46	80	109	48	28	37	45	23	80	71	34	99
gene-b3658	U00096.3	3836222	3836316	+	95	8445	1675	1277	4311	3617	2605	1695	2682	2579	912	1926	10475	1644	3133	4254	3684	1749	4241	2208	9590	2663	1653	3194	2444
gene-b3659	U00096.3	3836953	3838137	+	1185	48	13	32	21	40	26	22	11	38	29	15	23	32	33	65	23	18	14	47	18	49	33	14	45
gene-b3660	U00096.3	3838248	3839171	+	924	1315	293	319	816	1065	782	762	284	452	387	277	360	578	1077	1096	663	403	649	573	465	427	942	601	1037
gene-b4797	U00096.3	3838642	3838701	-	60	208	56	42	147	140	136	139	37	79	74	45	54	100	178	158	110	51	108	102	69	66	142	100	171
gene-b3661	U00096.3	3839175	3839993	-	819	3179	1069	867	1127	2093	1368	1058	875	1217	1092	744	341	847	2846	1828	796	1474	882	762	633	1167	1740	654	2741
gene-b4555	U00096.3	3840215	3840508	+	294	140	27	26	148	134	191	135	19	30	38	22	40	107	124	200	118	29	112	103	66	40	252	69	87
gene-b3662	U00096.3	3840549	3841739	-	1191	1131	155	190	1567	1074	1101	1010	149	291	178	114	295	473	763	1914	1170	224	939	440	760	328	1192	505	725
gene-b3663	U00096.3	3841950	3842402	-	453	168	32	51	105	138	88	74	43	54	53	31	52	114	93	162	64	29	70	105	76	89	134	81	104
gene-b3664	U00096.3	3842455	3843789	-	1335	107	15	54	27	46	25	22	19	36	36	21	27	30	46	83	24	24	26	36	20	81	35	32	61
gene-b3665	U00096.3	3843964	3845730	+	1767	556	130	145	379	426	251	331	165	257	195	126	228	353	375	509	430	191	375	340	220	281	312	401	394
gene-b4829	U00096.3	3845730	3845995	-	266	43	8	16	24	34	14	37	8	11	22	8	10	19	26	44	21	11	25	24	9	35	26	16	28
gene-b3666	U00096.3	3845776	3847167	-	1392	127	32	54	44	67	34	61	29	61	49	16	34	46	61	124	52	26	38	58	21	104	54	36	69
gene-b3667	U00096.3	3847305	3848624	-	1320	416	60	74	353	391	269	371	67	110	95	59	183	230	307	489	323	83	315	237	213	157	333	252	294
gene-b3668	U00096.3	3848634	3850136	-	1503	1239	185	172	1547	1185	1008	1142	196	333	230	129	428	629	963	1775	1097	260	960	604	773	333	1035	925	998
gene-b3669	U00096.3	3850136	3850726	-	591	2703	399	342	2285	2791	1778	2217	454	680	525	319	873	1405	2431	2494	1663	578	1621	1430	1400	560	2103	1717	2253
gene-b3670	U00096.3	3850802	3851092	-	291	258	50	37	315	272	235	433	27	54	44	39	104	193	285	336	265	53	228	101	188	92	289	209	237
gene-b3671	U00096.3	3851096	3852784	-	1689	1526	258	244	1696	1409	1132	2093	216	286	221	193	499	801	1461	1911	1539	275	1200	468	939	520	1393	1164	1128
gene-b3672	U00096.3	3852890	3852988	-	99	1829	281	409	685	1572	719	915	257	324	231	298	507	1775	1642	653	535	302	714	1811	512	379	1678	1053	989
gene-b4616	U00096.3	3853118	3853257	-	140	66	11	8	24	43	32	29	11	18	15	9	13	38	34	48	24	13	30	46	21	14	53	14	33
gene-b4618	U00096.3	3853553	3853642	+	90	742	1832	222	557	831	2719	2738	269	436	1577	224	370	3182	2545	725	483	1969	2049	2801	397	2028	3582	530	3131
gene-b4798	U00096.3	3853766	3853840	-	75	31	9	13	9	20	16	18	9	12	8	7	5	27	15	24	13	7	9	22	8	18	27	9	25
gene-b3673	U00096.3	3853922	3855106	+	1185	1184	191	203	1499	1391	1061	1093	231	391	247	189	465	549	1016	1981	1087	256	1029	646	875	309	1113	826	1094
gene-b3674	U00096.3	3855114	3855611	-	498	336	62	68	296	330	307	277	57	106	71	64	126	179	282	397	225	73	229	196	211	97	302	179	298
gene-b3675	U00096.3	3855608	3855970	-	363	185	39	37	112	137	105	86	23	53	32	39	33	75	124	144	77	27	64	87	51	67	169	64	141
gene-b3676	U00096.3	3855960	3856307	-	348	284	80	60	185	248	159	133	45	79	55	52	72	114	233	216	104	55	113	136	100	112	238	113	212
gene-b3677	U00096.3	3856415	3856864	+	450	243	57	73	157	208	142	130	50	78	66	53	88	178	200	172	115	76	129	148	85	91	187	141	184
gene-b3678	U00096.3	3856911	3858404	-	1494	152	28	54	78	87	64	62	29	49	48	21	43	74	89	140	63	31	49	41	36	106	77	45	94
gene-b3679	U00096.3	3858401	3860116	-	1716	189	41	52	77	105	64	72	28	58	63	26	35	64	107	171	70	35	33	61	41	104	86	46	107
gene-b3680	U00096.3	3860283	3861176	+	894	147	29	44	42	71	34	36	22	42	49	30	22	52	92	77	45	31	24	60	25	53	63	22	80
gene-b3682	U00096.3	3861987	3862472	-	486	41	10	32	19	22	15	19	8	24	21	13	16	28	30	51	22	10	12	24	11	25	36	22	37
gene-b3683	U00096.3	3862497	3863603	-	1107	65	23	45	26	33	25	14	10	40	45	7	13	41	55	74	17	13	20	35	15	79	42	22	44
gene-b3684	U00096.3	3863899	3864615	+	717	111	36	49	37	64	25	48	23	35	36	28	31	37	62	85	30	28	29	41	19	63	56	30	73
gene-b3685	U00096.3	3864612	3866273	-	1662	739	162	223	326	568	228	186	169	232	159	145	141	251	463	437	225	167	194	250	155	385	334	249	472
gene-b3686	U00096.3	3866469	3866897	-	429	114	80	48	90	98	91	74	26	48	41	60	25	65	70	118	67	51	47	68	41	131	115	30	80
gene-b3687	U00096.3	3867009	3867422	-	414	218	65	83	105	135	80	59	31	58	63	80	27	63	96	101	61	50	41	73	39	163	124	39	87
gene-b3688	U00096.3	3867728	3868060	+	333	3438	842	668	2501	2759	1764	2133	433	745	612	599	682	1353	2899	2688	1619	701	1372	1117	1234	930	2618	1335	2402
gene-b3689	U00096.3	3868062	3869309	-	1248	2618	586	550	1979	2237	1425	1516	495	733	567	472	686	1048	2201	2268	1298	647	1079	986	954	839	1950	1171	1817
gene-b3690	U00096.3	3869377	3870441	+	1065	139	37	35	62	87	51	71	27	51	53	34	25	49	103	120	41	41	76	68	41	87	70	59	91
gene-b3691	U00096.3	3870438	3871730	-	1293	127	29	36	63	79	43	58	32	59	45	33	26	62	74	127	53	31	53	68	34	109	70	54	81
gene-b4478	U00096.3	3871850	3872998	-	1149	246	101	109	105	174	105	79	53	91	85	59	50	81	197	202	82	85	58	80	64	154	123	66	188
gene-b4477	U00096.3	3872995	3873612	-	618	114	59	71	51	72	42	51	32	63	45	38	23	33	93	107	39	55	31	38	22	99	56	33	81
gene-b3693	U00096.3	3873596	3874474	-	879	328	157	133	191	261	140	124	93	114	110	79	69	108	226	236	87	127	100	84	73	230	142	108	246
gene-b4479	U00096.3	3874471	3875160	-	690	615	274	171	336	518	216	268	132	184	196	154	103	223	540	392	169	246	195	150	134	311	237	182	479
gene-b3696	U00096.3	3875438	3876094	+	657	387	123	100	184	310	251	227	79	137	102	101	106	256	310	228	148	108	181	254	128	149	356	171	318
gene-b3697	U00096.3	3876140	3876952	-	813	720	154	158	413	664	459	406	109	190	130	170	136	282	565	509	297	138	302	321	256	298	500	267	485
gene-b3698	U00096.3	3877067	3877465	-	399	528	125	106	349	432	274	300	81	145	134	87	125	230	393	408	259	100	251	245	191	134	384	183	371
gene-b3699	U00096.3	3877705	3880119	-	2415	25593	5357	3928	20047	22566	16544	23823	5816	9061	6691	3989	10857	13745	22222	24711	19744	7518	19956	12253	13657	6630	14994	20485	22957
gene-b3700	U00096.3	3880148	3881221	-	1074	2815	405	380	2774	2702	2275	3954	409	627	548	326	1150	1918	2365	3560	3573	540	3174	1732	2430	761	2643	2492	2453
gene-b3701	U00096.3	3881221	3882321	-	1101	11258	1762	1277	11246	10084	10231	14530	1444	2330	1822	1292	4037	5513	9644	13903	11952	2007	11740	4971	8377	2186	9631	7676	10056
gene-b3702	U00096.3	3882326	3883729	-	1404	15276	2374	1679	19019	13701	16068	20816	1970	3214	2621	1730	5665	7678	12928	23661	17265	2719	16533	6637	12423	3272	15602	10959	13232
gene-b4757	U00096.3	3884026	3884106	+	81	84	21	25	62	54	94	72	6	7	11	15	10	51	74	80	53	8	55	48	27	22	112	37	61
gene-b3703	U00096.3	3884336	3884476	+	141	32881	4805	4206	31901	31997	37353	36074	7399	11596	7308	3850	21410	49477	25443	39000	30486	8634	35051	46665	25984	5773	51612	37252	28514
gene-b3704	U00096.3	3884493	3884852	+	360	8015	1117	1030	8686	8261	8621	8589	1833	3042	1947	903	5477	10433	5731	11001	8308	1984	8431	11396	6665	1600	11075	9022	7207
gene-b4557	U00096.3	3884816	3885073	+	258	1278	164	157	1644	1411	1367	1463	222	335	267	147	611	1515	890	2087	1749	273	1403	1400	1100	356	2016	1442	1094
gene-b3705	U00096.3	3885076	3886722	+	1647	24536	3353	2785	22608	23399	18328	24082	4702	7119	4915	2712	12464	16094	18972	27929	25435	5503	23363	14401	17191	4756	17606	23384	20787
gene-b3706	U00096.3	3886828	3888192	+	1365	4969	846	685	5015	4710	3592	6490	823	1230	923	572	1905	2203	4362	5945	6124	1021	5423	2038	4054	1177	3767	3540	4269
gene-b3707	U00096.3	3888435	3888509	+	75	13	2	3	4	0	2	3	3	6	5	2	2	15	5	6	3	6	3	6	5	4	7	6	5
gene-b3708	U00096.3	3888730	3890145	+	1416	113	30	55	46	58	32	57	42	80	53	19	50	70	83	121	62	40	47	57	37	91	54	72	88
gene-b3709	U00096.3	3890236	3891483	+	1248	77	24	47	26	39	19	22	15	36	34	20	17	48	47	85	36	17	27	53	22	87	47	23	54
gene-b3710	U00096.3	3891615	3892790	+	1176	272	53	80	196	227	132	142	46	90	75	47	84	128	173	268	175	66	130	157	125	148	165	128	174
gene-b3711	U00096.3	3892765	3893724	+	960	547	92	118	316	448	271	262	102	171	144	93	129	248	457	395	253	125	285	261	206	220	295	263	413
gene-b3712	U00096.3	3893881	3894630	+	750	1256	269	208	702	926	580	533	188	291	214	194	223	357	1090	733	490	249	392	311	322	367	657	372	854
gene-b3713	U00096.3	3894652	3895218	+	567	2691	556	454	1660	2044	1136	978	379	589	426	367	432	641	1981	1867	1079	492	861	569	682	801	1190	844	1817
gene-b3714	U00096.3	3895272	3896609	-	1338	11294	1672	1423	8101	12618	5854	3024	2777	4506	3003	1383	5132	6312	8334	9162	3594	2999	3821	7417	2607	2653	5401	8432	10522
gene-b3715	U00096.3	3896774	3897439	+	666	697	149	156	263	519	245	227	127	230	175	126	205	337	565	374	204	165	221	376	157	204	291	334	482
gene-b3716	U00096.3	3897506	3897973	+	468	152	36	45	74	107	70	74	33	62	40	30	43	110	120	117	56	40	60	103	38	48	103	90	115
gene-b3717	U00096.3	3898022	3898609	+	588	278	65	62	149	261	201	130	62	103	79	67	84	238	214	197	108	57	137	278	117	105	314	154	195
gene-b3718	U00096.3	3898671	3899393	-	723	136	31	40	72	106	71	73	27	40	45	36	40	65	127	123	52	26	57	79	45	66	107	60	105
gene-b3719	U00096.3	3899408	3900577	-	1170	130	29	52	41	77	46	63	29	46	46	24	33	61	84	104	43	26	36	63	27	99	73	48	100
gene-b3720	U00096.3	3900604	3902220	-	1617	80	25	60	32	50	33	37	23	34	44	15	21	59	62	90	28	26	33	60	15	67	61	34	63
gene-b3721	U00096.3	3902289	3903701	-	1413	113	23	49	34	50	24	40	19	42	25	19	29	49	61	84	30	16	32	55	22	95	42	29	59
gene-b3722	U00096.3	3903720	3905597	-	1878	1374	338	338	791	1061	763	816	347	533	376	291	570	1166	1187	1032	682	417	672	1452	565	494	1125	914	909
gene-b3723	U00096.3	3905731	3906567	-	837	50	17	21	15	20	23	23	4	13	24	6	19	34	27	47	18	13	11	28	24	34	49	29	33
gene-b3724	U00096.3	3906853	3907578	-	726	2664	497	347	1636	2460	1425	1716	323	508	409	349	633	894	2857	2283	1333	519	1342	816	986	653	1642	1015	2854
gene-b3725	U00096.3	3907593	3908366	-	774	2914	534	375	1776	2914	1599	1889	324	479	381	366	590	856	2995	2306	1322	488	1460	799	1003	622	1736	1041	3210
gene-b3726	U00096.3	3908549	3909439	-	891	1737	240	184	1217	2085	917	1070	178	331	229	170	327	523	1768	1452	942	287	931	482	640	398	956	612	1912
gene-b3727	U00096.3	3909439	3910398	-	960	1602	235	211	918	1717	722	833	142	270	208	164	245	399	1551	1266	720	260	773	381	495	397	760	442	1557
gene-b3728	U00096.3	3910485	3911525	-	1041	2451	568	374	1067	2459	1120	1069	247	478	521	329	359	627	2548	1390	776	562	1093	663	606	732	1081	560	2793
gene-b3729	U00096.3	3911839	3913668	-	1830	21906	4810	3903	15611	21100	17289	16807	5322	7936	5992	3793	7958	10849	21479	20174	13711	6582	15703	10476	9712	6725	14813	14685	22638
gene-b3730	U00096.3	3913830	3915200	-	1371	17036	3918	2824	11707	15962	11663	15931	3772	5797	4517	2904	6063	8552	17123	14711	11475	4705	13405	8579	8946	4633	12007	11299	17814
gene-b3731	U00096.3	3915553	3915972	-	420	23563	7225	5282	16399	21473	20278	26150	7936	11415	8824	5907	10760	17837	21367	19291	15495	10837	19938	16537	14147	9381	16628	24222	23978
gene-b3732	U00096.3	3915993	3917375	-	1383	27988	5939	5114	23339	29204	23181	24079	8504	11762	8706	5017	11635	15854	20599	27872	23350	10042	25004	18201	16997	12281	15944	24891	30206
gene-b3733	U00096.3	3917402	3918265	-	864	34170	6598	5106	25914	32406	27918	31634	8641	12250	9339	4945	13329	18287	29162	29670	23635	11162	27604	19421	18204	11058	18565	28520	35544
gene-b3734	U00096.3	3918316	3919857	-	1542	92079	16944	14233	74775	89930	69024	80219	25875	37431	26837	14046	40926	50542	74529	87965	69065	31728	75584	50738	49860	28187	47604	84732	93512
gene-b3735	U00096.3	3919870	3920403	-	534	37027	6223	5305	30078	37710	27796	31144	9052	13155	10090	5516	15837	20835	27183	37542	27791	11377	30473	20385	21167	10957	21261	34083	36180
gene-b3736	U00096.3	3920418	3920888	-	471	44911	8636	6847	33871	42427	30403	37289	11603	16370	13334	6929	17756	24511	34294	41965	32510	14587	34810	23766	23317	13099	24712	39475	43715
gene-b3737	U00096.3	3920950	3921189	-	240	22807	4180	3791	17984	22499	16824	16969	6220	9158	6764	3590	9326	16362	17512	22410	16236	7460	16977	15729	11611	6794	16251	19863	21128
gene-b3738	U00096.3	3921236	3922051	-	816	15331	2731	2571	13682	15758	13642	13884	3675	5368	3936	2327	7244	13655	10975	16604	12984	4439	13031	12542	9407	4822	14557	16270	13240
gene-b3739	U00096.3	3922060	3922440	-	381	6561	1583	1351	4954	7464	4840	5787	1968	2992	1909	1415	3300	5415	5161	5860	4272	1978	4554	5937	4471	2048	5698	6563	5650
gene-b3740	U00096.3	3923057	3923680	-	624	2305	421	331	1765	1710	1986	2852	356	603	411	271	1037	1612	1882	2747	2547	493	2314	1503	1699	491	2204	1816	1879
gene-b3741	U00096.3	3923744	3925633	-	1890	13479	1838	1384	16921	12373	12435	16631	1953	2937	2333	1289	5606	7225	11126	20493	16989	2576	19269	6595	10622	2477	12581	10553	11457
gene-b3742	U00096.3	3926012	3926455	-	444	5329	725	743	4350	4036	3236	3223	817	1205	820	681	1562	2470	3606	4891	3206	871	2857	2563	2438	1040	3831	3002	3395
gene-b3743	U00096.3	3926545	3927003	-	459	62	20	38	30	41	41	17	15	23	19	14	14	29	46	50	23	17	20	25	23	55	34	26	41
gene-b3744	U00096.3	3927155	3928147	+	993	61017	21560	19996	15533	47999	7803	4027	10646	17533	11185	22917	1268	3149	44777	15901	3731	15292	2458	1490	2470	20814	12741	2877	29401
gene-b3745	U00096.3	3928152	3929603	-	1452	3930	1260	1261	1336	3355	742	414	654	1163	715	1359	176	320	2756	1487	427	910	310	260	285	1500	815	365	2021
gene-b3746	U00096.3	3929597	3931093	-	1497	941	174	175	490	784	381	359	93	181	146	157	159	233	671	637	345	148	297	234	219	350	421	311	651
gene-b3747	U00096.3	3931316	3933184	+	1869	2761	430	448	2259	2750	1940	2092	439	711	461	376	929	1430	2198	2746	1852	485	1862	1333	1351	748	2169	1698	2298
gene-b3748	U00096.3	3933351	3933770	+	420	454	186	323	290	249	239	564	383	395	274	232	369	912	397	324	363	386	275	426	224	523	479	956	219
gene-b3749	U00096.3	3933778	3935283	+	1506	616	233	320	510	446	278	723	420	538	332	219	535	4768	570	4238	479	460	376	2079	293	536	473	2226	375
gene-b3750	U00096.3	3935288	3936253	+	966	1485	685	699	1150	1458	972	1053	647	907	642	534	676	1592	1303	1230	922	824	829	1427	690	963	1680	1506	1135
gene-b3751	U00096.3	3936278	3937168	+	891	2966	1055	1018	2254	2602	1636	1835	1057	1446	1007	905	1023	2106	2406	2642	1734	1216	1448	1869	1195	1714	2514	2140	2193
gene-b4804	U00096.3	3937045	3937278	+	234	1196	467	499	869	1174	855	830	436	745	438	426	464	1241	944	1116	634	505	648	1244	602	761	1546	908	911
gene-b3752	U00096.3	3937294	3938223	+	930	1334	337	382	1090	1094	766	1049	377	549	366	279	487	785	1165	1269	852	491	767	554	587	574	993	937	1109
gene-b3753	U00096.3	3938227	3939219	+	993	442	124	130	268	365	246	253	118	186	133	84	137	291	369	325	178	125	216	231	130	213	285	272	333
gene-b3754	U00096.3	3939185	3940612	-	1428	616	194	195	346	474	354	315	166	286	223	154	156	378	525	549	269	202	264	369	188	291	433	291	496
gene-b3755	U00096.3	3940635	3941327	-	693	2028	654	545	924	1574	1042	1105	470	788	619	485	590	1075	1822	1487	811	677	893	1134	658	798	1302	998	1845
gene-b3756	U00096.3	3941808	3943349	+	1542	751162	372872	289240	376831	591672	831159	961275	208503	297937	278332	321570	201065	561548	667570	365932	516670	329468	582885	532964	594408	405017	789132	571236	743982
gene-b3757	U00096.3	3943435	3943510	+	76	41530	19886	5582	26870	17110	30377	19751	7799	7510	5596	7268	56183	27629	13122	31379	24573	7964	23343	28037	14627	8499	45257	18205	15080
gene-b3758	U00096.3	3943704	3946607	+	2904	1039745	423039	349785	594242	861099	1059524	1137185	230306	286337	303212	400735	234599	618633	695880	443705	772472	448537	804769	711947	1238923	582077	866332	767912	999173
gene-b3759	U00096.3	3946700	3946819	+	120	20012	6114	8024	10023	16209	11567	7407	6897	7701	4477	6810	8996	14405	10393	10797	13057	7157	15765	22407	6257	7201	17811	14127	8550
gene-b3760	U00096.3	3946872	3946948	+	77	39371	4722	3375	16854	22300	25260	37523	6262	6838	4358	3777	20851	21064	16061	22462	19686	5995	25599	22000	23912	6620	27428	17716	20562
gene-b3761	U00096.3	3946957	3947032	+	76	15920	3187	2331	13589	18052	21467	22120	3167	4837	3567	2170	8627	18454	14809	18215	15407	4315	19956	19352	14400	3319	26084	14246	18085
gene-b4480	U00096.3	3947128	3947967	-	840	1061	283	337	448	710	416	316	239	348	257	250	189	355	760	522	234	288	269	370	164	456	482	289	634
gene-b3764	U00096.3	3948086	3948424	+	339	10414	2794	1903	6914	8225	8733	9301	2923	4593	3426	1954	5300	9601	9426	9197	6985	3497	8489	10575	5935	2237	10831	8849	10425
gene-b3765	U00096.3	3948449	3949969	-	1521	776	329	313	533	632	596	580	415	684	478	213	397	791	795	813	522	488	474	805	352	400	705	630	809
gene-b3766	U00096.3	3950322	3950420	+	99	13924	3132	3709	3810	13399	3297	1785	1966	2503	1321	3204	1441	4119	7728	3568	1451	2114	1912	4927	1530	2952	6627	2205	5941
gene-b4669	U00096.3	3950507	3950557	+	51	457	146	113	319	472	284	243	52	85	78	80	42	148	430	317	146	100	183	106	102	118	454	97	361
gene-b3769	U00096.3	3952201	3952464	+	264	347	94	90	273	343	245	183	25	51	55	82	44	103	301	285	175	51	126	93	86	136	348	76	288
gene-b3770	U00096.3	3952484	3953413	+	930	4406	880	662	3001	3802	1706	1719	407	589	529	665	563	667	2995	3098	2025	631	1517	673	1266	1397	1751	965	3022
gene-b3771	U00096.3	3953478	3955328	+	1851	3899	719	693	2849	3600	1445	1754	411	643	552	657	558	741	2630	3008	2144	629	1627	673	1336	1376	1550	1096	2558
gene-b3772	U00096.3	3955331	3956875	+	1545	4159	802	626	2816	3642	1800	2562	454	667	626	636	734	1004	3216	3079	2349	745	1929	880	1642	1282	1775	1345	3038
gene-b3773	U00096.3	3956927	3957820	-	894	1275	408	330	704	1159	606	729	367	595	470	282	393	589	1163	851	522	491	577	590	435	499	552	627	1122
gene-b3774	U00096.3	3957970	3959445	+	1476	1570	1000	916	779	1321	612	532	2018	3087	1383	943	531	712	1178	1037	467	1888	497	758	316	1086	611	793	1291
gene-b3775	U00096.3	3959532	3959813	-	282	2009	383	399	1557	1640	1262	1456	445	755	495	351	708	1403	1717	1794	1252	568	1353	1276	933	534	1939	1231	1610
gene-b3778	U00096.3	3960677	3962698	+	2022	4625	976	723	4133	4257	3645	5138	1092	1839	1315	741	2059	3010	4490	5266	3829	1458	3991	2700	2876	1110	3915	3557	4332
gene-b3779	U00096.3	3962745	3964229	-	1485	2344	468	401	1431	1968	1653	1678	367	570	458	408	643	1105	1743	1737	1085	496	1288	1121	1057	697	1569	1296	2071
gene-b3780	U00096.3	3964365	3965630	-	1266	4214	863	711	2190	3296	2675	2744	595	885	721	653	990	1687	3529	2616	1773	881	2033	1666	1645	1268	2282	2091	3606
gene-b3781	U00096.3	3965761	3966090	+	330	24908	6207	4669	13372	22217	17240	16748	4621	7650	5832	4504	6598	12293	25614	17085	9881	6532	13922	12291	9222	6123	19356	11515	24555
gene-b3782	U00096.3	3966231	3966332	+	102	1894	293	328	1303	1470	1477	1110	315	400	296	254	499	1500	1340	1446	899	352	938	1301	775	548	1924	1030	1183
gene-b3783	U00096.3	3966417	3967676	+	1260	8189	1125	952	5385	6343	5991	6545	1073	1560	1190	1052	2703	4662	5965	6670	4926	1382	5279	4666	4108	1893	5837	5969	6878
