# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17196399_sorted.bam" "SRR17196386_sorted.bam" "SRR17196390_sorted.bam" "SRR17196395_sorted.bam" "SRR17196401_sorted.bam" "SRR17196404_sorted.bam" "SRR17196406_sorted.bam" "SRR17196396_sorted.bam" "SRR17196393_sorted.bam" "SRR17196391_sorted.bam" "SRR17196389_sorted.bam" "SRR17196398_sorted.bam" "SRR17196400_sorted.bam" "SRR17196405_sorted.bam" "SRR17196397_sorted.bam" "SRR17196402_sorted.bam" "SRR17196388_sorted.bam" "SRR17196387_sorted.bam" "SRR17196392_sorted.bam" "SRR17196403_sorted.bam" "SRR17196394_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17196399_sorted.bam	SRR17196386_sorted.bam	SRR17196390_sorted.bam	SRR17196395_sorted.bam	SRR17196401_sorted.bam	SRR17196404_sorted.bam	SRR17196406_sorted.bam	SRR17196396_sorted.bam	SRR17196393_sorted.bam	SRR17196391_sorted.bam	SRR17196389_sorted.bam	SRR17196398_sorted.bam	SRR17196400_sorted.bam	SRR17196405_sorted.bam	SRR17196397_sorted.bam	SRR17196402_sorted.bam	SRR17196388_sorted.bam	SRR17196387_sorted.bam	SRR17196392_sorted.bam	SRR17196403_sorted.bam	SRR17196394_sorted.bam
gene-NWMN_RS14285	NC_009641.1	2735184	2735459	+	276	316	617	720	243	151	85	52	248	562	309	382	157	62	85	134	104	385	719	390	74	277
gene-NWMN_RS14290	NC_009641.1	2735645	2736367	-	723	191	516	398	231	103	87	25	179	291	240	391	106	53	80	104	65	329	431	388	53	296
gene-NWMN_RS14295	NC_009641.1	2736721	2737170	+	450	262	793	690	341	136	102	46	354	504	295	527	152	103	92	189	123	399	803	518	85	379
gene-NWMN_RS14300	NC_009641.1	2737251	2737838	-	588	57	83	114	56	30	24	9	50	69	63	85	29	14	18	34	29	86	95	101	31	62
gene-NWMN_RS14305	NC_009641.1	2737816	2737914	-	99	4	3	3	0	1	1	3	3	2	1	3	0	2	1	5	0	5	5	3	2	2
gene-NWMN_RS14310	NC_009641.1	2737971	2739653	+	1683	57	77	77	73	31	50	22	57	69	96	93	46	35	38	63	24	126	69	87	28	91
gene-NWMN_RS14315	NC_009641.1	2739782	2740165	-	384	256	350	428	312	208	254	96	347	390	453	499	187	135	139	222	138	547	269	504	157	447
gene-NWMN_RS14320	NC_009641.1	2740167	2741018	-	852	336	345	609	516	367	421	143	638	544	751	636	269	218	272	375	252	964	192	687	209	636
gene-NWMN_RS14325	NC_009641.1	2741011	2741829	-	819	305	369	555	502	379	415	164	583	474	701	661	298	213	276	359	242	878	166	710	213	671
gene-NWMN_RS14330	NC_009641.1	2741902	2742762	+	861	151	287	372	202	86	95	48	210	245	255	301	115	75	67	127	99	307	293	240	64	251
gene-NWMN_RS14335	NC_009641.1	2742848	2743552	-	705	237	174	276	239	112	83	46	220	233	194	243	127	88	79	152	116	252	212	246	77	249
gene-NWMN_RS14340	NC_009641.1	2743830	2744789	-	960	848	448	661	479	621	326	115	327	276	435	459	429	243	484	417	645	556	538	418	205	428
gene-NWMN_RS14350	NC_009641.1	2745477	2746925	+	1449	196	339	572	184	70	58	29	184	238	186	230	77	64	42	177	55	233	597	162	40	192
gene-NWMN_RS14355	NC_009641.1	2747006	2748343	-	1338	42	14	41	23	16	13	7	26	20	21	20	11	14	9	42	15	23	40	19	9	22
gene-NWMN_RS14360	NC_009641.1	2748601	2749017	+	417	60	11	6	11	10	5	5	1	10	7	9	8	7	2	21	12	16	7	4	7	9
gene-NWMN_RS14365	NC_009641.1	2749140	2750030	+	891	2106	3154	4108	1676	878	598	285	1676	2443	1996	2911	911	599	628	1369	843	2508	4291	2606	546	1855
gene-NWMN_RS14370	NC_009641.1	2750223	2751719	-	1497	12501	16910	18505	15510	5956	4863	2461	13203	14725	13069	16222	8404	5235	4212	10675	6119	17440	15125	14965	4513	13455
gene-NWMN_RS14375	NC_009641.1	2752015	2752344	+	330	65	65	54	38	32	23	17	20	39	36	45	20	23	11	34	19	56	47	54	23	36
gene-NWMN_RS14380	NC_009641.1	2752404	2754002	-	1599	1599	572	1216	866	458	318	234	638	789	1055	848	624	535	351	1011	624	1312	678	807	372	896
gene-NWMN_RS14385	NC_009641.1	2754196	2754639	-	444	349	117	105	95	67	26	35	59	70	98	94	80	84	32	164	82	114	94	81	58	90
gene-NWMN_RS14390	NC_009641.1	2754920	2755132	-	213	330	480	328	188	61	41	25	119	199	228	272	100	58	29	116	62	265	327	393	39	175
gene-NWMN_RS14395	NC_009641.1	2755410	2757119	-	1710	59	41	67	70	34	52	26	64	47	65	73	30	22	32	47	23	78	41	76	25	57
gene-NWMN_RS14400	NC_009641.1	2757380	2758870	-	1491	31	36	36	63	51	72	19	72	52	73	63	34	25	32	56	30	86	31	69	23	80
gene-NWMN_RS14405	NC_009641.1	2758939	2759034	+	96	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-NWMN_RS14410	NC_009641.1	2759123	2759686	+	564	253	268	201	182	105	69	26	156	157	199	244	111	56	67	65	71	257	199	268	59	186
gene-NWMN_RS14415	NC_009641.1	2759874	2760560	-	687	149	60	53	54	33	26	19	34	40	60	45	36	29	20	101	24	59	58	41	24	55
gene-NWMN_RS14420	NC_009641.1	2760824	2762446	-	1623	95	194	145	124	86	96	25	129	140	127	149	55	41	65	61	38	133	114	146	46	162
gene-NWMN_RS14425	NC_009641.1	2762578	2762739	+	162	0	1	2	0	1	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	1
gene-NWMN_RS14430	NC_009641.1	2762755	2762865	-	111	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1
gene-NWMN_RS14435	NC_009641.1	2762965	2763501	-	537	193	55	132	33	53	40	9	36	62	52	38	52	24	46	51	70	62	134	37	21	37
gene-NWMN_RS14440	NC_009641.1	2763498	2765348	-	1851	446	89	310	116	116	60	29	91	118	108	95	95	59	117	108	123	169	247	74	37	87
gene-NWMN_RS14445	NC_009641.1	2765595	2766965	-	1371	37	60	58	32	18	17	6	28	38	55	52	23	7	16	30	10	48	52	39	8	39
gene-NWMN_RS14450	NC_009641.1	2767287	2767382	-	96	32	39	34	32	21	18	5	24	33	31	34	14	9	13	19	15	42	33	39	14	38
gene-NWMN_RS14455	NC_009641.1	2767458	2768063	-	606	77	88	120	95	54	60	25	110	92	105	114	56	50	37	72	45	147	98	111	36	106
gene-NWMN_RS14460	NC_009641.1	2768126	2770006	-	1881	154	153	156	142	67	77	33	159	148	166	152	78	70	67	83	61	236	69	170	46	157
gene-NWMN_RS14465	NC_009641.1	2770201	2770293	+	93	2	1	4	4	0	0	0	4	2	2	3	0	0	0	0	1	0	1	2	0	2
gene-NWMN_RS14470	NC_009641.1	2770401	2770898	-	498	50	59	55	49	23	30	8	29	30	44	46	27	15	22	34	11	54	43	61	13	50
gene-NWMN_RS14475	NC_009641.1	2770908	2771168	-	261	21	28	38	14	12	7	7	16	23	21	29	8	10	9	16	11	31	16	27	6	23
gene-NWMN_RS14480	NC_009641.1	2771550	2771663	-	114	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
gene-NWMN_RS14490	NC_009641.1	2772322	2774322	-	2001	180	198	202	121	93	88	19	123	151	153	157	60	71	55	86	52	188	186	197	41	145
gene-NWMN_RS14495	NC_009641.1	2774319	2775074	-	756	31	36	51	28	20	28	10	51	43	53	31	23	13	18	20	25	64	36	45	9	39
gene-NWMN_RS14500	NC_009641.1	2775182	2776069	-	888	207	254	291	155	108	79	34	150	194	232	244	91	79	61	131	89	265	277	283	65	223
gene-NWMN_RS14505	NC_009641.1	2776080	2776745	-	666	240	289	366	154	128	85	49	138	197	238	240	86	90	81	137	99	322	284	295	93	262
gene-NWMN_RS14510	NC_009641.1	2776771	2776971	-	201	68	90	134	45	46	26	18	29	50	67	92	26	20	29	47	33	101	81	84	26	54
gene-NWMN_RS14520	NC_009641.1	2777169	2778593	+	1425	18	31	40	29	31	23	6	28	27	33	47	23	12	7	23	11	53	40	39	24	26
gene-NWMN_RS15830	NC_009641.1	2778663	2778773	+	111	423	726	618	533	182	148	72	350	370	440	556	266	133	154	334	206	589	601	688	171	503
gene-NWMN_RS14525	NC_009641.1	2778876	2779331	-	456	240	359	238	205	70	81	35	153	202	211	257	81	55	71	108	70	273	256	338	50	222
gene-NWMN_RS14530	NC_009641.1	2779576	2780337	-	762	179	171	143	127	68	77	26	110	122	147	134	74	40	33	75	64	162	130	191	46	157
gene-NWMN_RS14535	NC_009641.1	2780453	2783194	-	2742	904	2954	8258	3121	1282	1817	546	5067	6998	5071	5943	991	933	855	2256	824	5184	3116	5696	750	3961
gene-NWMN_RS14540	NC_009641.1	2783544	2784248	-	705	106	169	223	90	68	68	28	100	173	151	167	67	41	43	67	58	154	193	183	50	116
gene-NWMN_RS14545	NC_009641.1	2784347	2785288	-	942	92	171	270	131	86	97	43	143	197	139	225	89	62	61	98	76	241	205	163	52	158
gene-NWMN_RS14550	NC_009641.1	2785305	2786735	-	1431	47	39	75	50	35	30	14	50	50	51	56	44	22	23	45	30	76	55	60	19	47
gene-NWMN_RS14555	NC_009641.1	2786826	2787836	-	1011	25	20	30	21	21	16	8	23	18	13	21	16	12	8	22	8	30	18	24	10	28
gene-NWMN_RS14560	NC_009641.1	2787869	2789104	-	1236	16	17	29	10	7	15	2	16	20	23	21	17	13	9	24	5	35	22	20	8	17
gene-NWMN_RS14565	NC_009641.1	2789281	2789448	-	168	3	4	4	0	2	1	0	0	1	2	5	1	0	1	3	1	1	3	4	0	0
gene-NWMN_RS14570	NC_009641.1	2789451	2789900	-	450	19	22	17	9	12	9	2	1	10	15	13	5	2	10	13	6	10	18	16	5	9
gene-NWMN_RS14575	NC_009641.1	2790267	2791796	-	1530	32	13	48	43	17	30	19	46	39	51	34	28	21	17	32	31	69	19	37	26	47
gene-NWMN_RS14580	NC_009641.1	2792220	2792747	-	528	336	204	177	135	109	90	23	102	100	129	159	104	72	74	94	163	149	212	210	78	102
gene-NWMN_RS14585	NC_009641.1	2793005	2793463	+	459	39	20	38	32	16	22	7	20	20	21	22	12	9	8	19	15	33	30	30	8	19
gene-NWMN_RS14590	NC_009641.1	2793703	2795577	+	1875	252	260	200	224	77	67	19	211	169	131	210	129	54	41	121	64	236	192	311	39	220
gene-NWMN_RS14595	NC_009641.1	2795654	2797606	+	1953	5565	2645	4249	4642	1455	978	542	2786	2261	2777	3135	2972	1506	798	3155	1991	4175	4063	3469	966	2687
gene-NWMN_RS14600	NC_009641.1	2797620	2798558	+	939	3585	1176	2509	2204	928	581	307	1388	1271	1668	1392	1557	918	501	1616	1322	2038	2004	1578	603	1278
gene-NWMN_RS14605	NC_009641.1	2798670	2801651	-	2982	437	638	912	540	245	301	119	778	800	941	740	253	208	219	392	196	813	549	773	214	727
gene-NWMN_RS14610	NC_009641.1	2801862	2803721	+	1860	623	993	1124	736	336	283	127	699	826	1062	1079	396	270	300	540	382	1296	787	1031	217	920
gene-NWMN_RS14615	NC_009641.1	2803988	2804548	-	561	280	349	481	194	93	97	21	183	272	280	397	122	61	79	124	115	383	462	316	73	218
gene-NWMN_RS14620	NC_009641.1	2804716	2806623	-	1908	272	166	207	135	93	71	37	112	128	231	179	96	93	64	157	122	222	165	169	75	166
gene-NWMN_RS14625	NC_009641.1	2806865	2808223	-	1359	798	331	384	286	213	170	99	229	322	325	262	218	183	95	278	209	422	358	299	145	297
gene-NWMN_RS14630	NC_009641.1	2808216	2809724	-	1509	745	298	366	321	219	178	83	277	268	390	303	226	239	125	385	257	449	279	315	161	301
gene-NWMN_RS14635	NC_009641.1	2809742	2812132	-	2391	605	192	293	251	222	187	110	225	200	326	197	213	241	113	406	218	407	193	236	184	289
gene-NWMN_RS14640	NC_009641.1	2812122	2813081	-	960	18	15	21	12	19	18	10	17	15	30	22	14	10	7	28	10	27	3	26	12	26
gene-NWMN_RS14645	NC_009641.1	2813059	2814627	-	1569	28	31	25	19	28	33	14	27	19	36	27	21	10	16	32	8	43	11	26	14	35
gene-NWMN_RS14650	NC_009641.1	2814617	2816170	-	1554	25	15	15	27	15	16	13	27	17	39	23	14	18	12	27	10	32	12	26	17	28
gene-NWMN_RS14655	NC_009641.1	2816181	2817392	-	1212	17	15	23	16	20	18	12	12	18	30	24	8	8	8	18	7	38	22	32	9	35
gene-NWMN_RS14660	NC_009641.1	2817522	2824337	-	6816	295	312	682	439	366	516	242	607	545	669	535	307	304	216	520	253	748	350	460	306	595
gene-NWMN_RS14665	NC_009641.1	2824882	2825574	-	693	136	82	99	83	53	55	24	71	67	87	74	56	34	34	77	48	109	90	69	31	84
gene-NWMN_RS14675	NC_009641.1	2826255	2826557	+	303	50	45	31	32	16	16	4	34	25	41	22	20	13	15	27	10	39	31	32	12	21
gene-NWMN_RS14680	NC_009641.1	2826711	2827070	+	360	600	188	302	217	148	103	109	100	141	256	156	180	171	77	374	169	210	293	139	146	196
gene-NWMN_RS14685	NC_009641.1	2827155	2827766	-	612	184	48	55	58	33	33	9	35	29	79	38	41	41	22	76	42	92	39	51	25	48
gene-NWMN_RS14690	NC_009641.1	2827845	2828321	-	477	20	15	19	15	8	7	1	25	25	23	29	12	8	3	16	1	33	15	13	6	14
gene-NWMN_RS14695	NC_009641.1	2828324	2828824	-	501	14	17	9	11	3	6	5	14	13	19	14	5	6	6	7	6	28	14	21	2	15
gene-NWMN_RS14700	NC_009641.1	2829059	2829826	-	768	12	23	14	16	10	8	4	5	11	10	18	9	3	6	11	3	24	20	12	4	20
gene-NWMN_RS14705	NC_009641.1	2829823	2830515	-	693	8	7	15	4	11	5	3	4	8	6	18	4	2	3	8	3	7	8	4	3	3
gene-NWMN_RS14710	NC_009641.1	2830532	2831194	-	663	3	6	8	0	5	1	1	3	6	10	6	2	3	1	4	4	5	6	3	1	5
gene-NWMN_RS14715	NC_009641.1	2832043	2832603	-	561	520	895	746	327	169	92	22	211	398	367	447	190	86	116	215	161	473	761	545	90	360
gene-NWMN_RS14720	NC_009641.1	2832767	2834005	+	1239	7	12	15	9	4	8	2	4	13	13	12	5	2	11	10	2	7	11	9	8	13
gene-NWMN_RS14725	NC_009641.1	2833969	2834274	+	306	3	1	4	1	3	2	1	3	4	3	4	1	1	1	1	0	1	4	6	3	1
gene-NWMN_RS14730	NC_009641.1	2834271	2835143	+	873	16	23	17	11	8	5	3	5	19	11	16	5	2	6	12	1	17	15	20	1	10
gene-NWMN_RS14735	NC_009641.1	2835130	2836182	+	1053	33	55	53	15	16	16	4	17	30	31	45	13	6	10	19	14	50	43	49	7	49
gene-NWMN_RS14740	NC_009641.1	2836573	2838615	-	2043	101	133	193	185	73	88	76	234	181	241	252	83	146	51	214	48	330	97	316	138	224
gene-NWMN_RS15650	NC_009641.1	2839336	2839515	-	180	25	46	61	26	23	12	4	16	38	38	33	7	10	13	27	15	37	43	37	18	31
gene-NWMN_RS14760	NC_009641.1	2841092	2841796	-	705	17	9	18	4	13	12	7	11	15	23	19	13	16	12	17	13	30	0	9	12	14
gene-NWMN_RS14765	NC_009641.1	2841789	2842367	-	579	6	5	15	8	7	10	1	7	7	14	7	5	4	8	5	3	13	6	7	8	9
gene-NWMN_RS14770	NC_009641.1	2842364	2842942	-	579	4	2	12	2	9	3	0	9	11	3	7	5	2	5	4	5	7	6	8	6	9
gene-NWMN_RS14775	NC_009641.1	2842911	2843924	-	1014	16	6	21	11	7	9	2	12	11	8	12	9	3	5	8	9	24	10	4	6	14
gene-NWMN_RS14780	NC_009641.1	2843940	2845190	-	1251	13	13	29	9	12	7	4	14	15	18	22	14	7	3	21	14	22	18	13	10	13
gene-NWMN_RS14785	NC_009641.1	2845183	2845797	-	615	4	4	8	6	3	3	1	6	2	5	6	4	5	1	6	4	11	5	3	3	6
gene-NWMN_RS14790	NC_009641.1	2845815	2846633	-	819	8	4	14	8	7	3	0	5	5	8	10	9	3	1	8	4	12	7	5	3	8
gene-NWMN_RS14795	NC_009641.1	2846938	2848062	-	1125	44	34	63	29	14	10	7	39	43	51	55	14	15	15	15	15	35	61	48	9	42
gene-NWMN_RS14800	NC_009641.1	2848180	2848677	-	498	15	10	21	11	8	6	3	7	11	13	6	13	6	4	7	6	28	12	9	5	12
gene-NWMN_RS14805	NC_009641.1	2848724	2849557	-	834	21	32	31	15	13	9	3	11	24	29	17	25	5	5	21	16	30	20	23	11	24
gene-NWMN_RS14810	NC_009641.1	2849554	2851266	-	1713	64	38	78	50	35	21	6	29	52	51	47	34	30	12	58	23	71	44	42	15	36
gene-NWMN_RS14815	NC_009641.1	2851319	2851873	-	555	19	18	26	11	10	5	2	9	6	13	7	3	6	4	20	10	14	25	14	9	7
gene-NWMN_RS14820	NC_009641.1	2851902	2852750	-	849	15	9	24	8	10	3	5	11	6	14	12	7	10	3	23	9	13	25	11	13	8
gene-NWMN_RS14825	NC_009641.1	2853130	2853645	+	516	370	320	215	166	268	289	71	97	93	208	192	186	146	117	153	154	238	223	206	168	202
gene-NWMN_RS14830	NC_009641.1	2853794	2854765	-	972	116	137	109	163	67	53	19	98	68	69	124	63	29	36	73	50	137	100	195	43	106
gene-NWMN_RS14835	NC_009641.1	2855009	2855965	+	957	191	599	326	249	295	311	130	180	207	299	459	163	120	141	197	99	445	341	424	170	352
gene-NWMN_RS14840	NC_009641.1	2856117	2856755	+	639	30	44	60	37	19	23	7	29	29	42	29	31	17	13	14	11	43	51	38	17	29
gene-NWMN_RS14845	NC_009641.1	2856874	2857641	-	768	142	180	135	113	110	104	37	75	103	119	141	57	64	64	76	47	138	74	204	40	119
gene-NWMN_RS14850	NC_009641.1	2857631	2857969	-	339	52	75	61	47	53	57	22	35	24	49	67	36	27	22	32	14	72	36	92	21	49
gene-NWMN_RS14855	NC_009641.1	2858136	2858600	+	465	453	109	105	122	96	61	28	29	42	116	67	109	96	61	162	114	110	150	63	85	103
gene-NWMN_RS14860	NC_009641.1	2858838	2860256	+	1419	607	651	524	493	261	168	69	440	384	421	509	336	203	144	360	292	541	589	545	155	496
gene-NWMN_RS14865	NC_009641.1	2860669	2861577	-	909	84	104	95	45	37	23	11	44	64	73	75	33	27	23	40	24	71	80	93	9	72
gene-NWMN_RS14870	NC_009641.1	2861802	2862377	+	576	142	30	28	43	18	8	9	17	8	41	22	36	24	13	49	24	38	39	13	12	29
gene-NWMN_RS14875	NC_009641.1	2862542	2863558	+	1017	357	176	126	150	59	62	21	57	67	147	129	98	67	27	117	68	154	152	106	48	88
gene-NWMN_RS14880	NC_009641.1	2863801	2864595	+	795	96	79	63	37	36	22	14	19	31	60	44	21	15	21	34	28	73	67	59	13	48
gene-NWMN_RS14885	NC_009641.1	2864729	2865241	-	513	696	130	190	95	160	91	57	55	78	132	63	156	147	80	228	276	119	157	100	116	105
gene-NWMN_RS14890	NC_009641.1	2865524	2866282	+	759	21	30	24	16	7	10	6	16	17	28	25	6	4	7	11	7	31	29	23	4	14
gene-NWMN_RS14895	NC_009641.1	2866272	2868152	+	1881	23	52	47	26	12	21	8	24	32	47	38	18	9	8	15	11	46	52	41	8	40
gene-NWMN_RS14900	NC_009641.1	2868245	2868436	+	192	9	6	12	6	1	8	1	3	3	7	10	3	2	0	5	1	8	8	7	5	7
gene-NWMN_RS14910	NC_009641.1	2869044	2869541	-	498	39	86	55	32	12	11	5	25	45	44	46	20	13	14	24	14	68	51	59	10	40
gene-NWMN_RS14915	NC_009641.1	2869999	2870190	+	192	8	18	15	12	5	3	2	6	9	17	11	4	3	12	6	1	20	14	13	9	11
gene-NWMN_RS14920	NC_009641.1	2870583	2870783	+	201	3468	27284	32692	5791	1713	2166	548	7276	15532	9829	20373	1910	1104	1255	3265	1355	10682	41434	10456	1072	6790
gene-NWMN_RS14925	NC_009641.1	2870910	2871479	-	570	78	36	58	37	14	17	6	19	33	37	31	29	8	15	41	33	40	57	28	15	26
gene-NWMN_RS14930	NC_009641.1	2871739	2872134	-	396	45	10	19	14	12	13	2	11	15	21	13	13	6	8	9	11	18	11	17	5	8
gene-NWMN_RS14935	NC_009641.1	2872202	2872555	-	354	28	8	14	22	8	7	4	8	1	12	6	6	7	4	11	8	10	9	12	3	9
gene-NWMN_RS14940	NC_009641.1	2873009	2873848	-	840	356	483	768	666	590	711	274	824	788	801	904	379	354	335	582	308	1348	279	909	424	913
gene-NWMN_RS14945	NC_009641.1	2873891	2874610	-	720	245	251	446	313	338	404	153	409	472	391	445	172	237	186	381	182	710	121	526	182	490
gene-NWMN_RS14950	NC_009641.1	2874610	2876487	-	1878	608	731	1161	894	888	1113	444	1074	1140	1284	1231	523	608	537	1037	510	1905	391	1253	621	1364
gene-NWMN_RS14955	NC_009641.1	2876554	2877933	-	1380	350	496	671	524	581	630	244	574	683	751	754	309	344	365	466	284	1096	280	815	355	717
gene-NWMN_RS14960	NC_009641.1	2878072	2878425	-	354	72	146	130	82	114	102	52	81	124	124	134	69	53	43	74	54	195	82	162	60	150
gene-NWMN_RS14965	NC_009641.1	2878546	2878683	-	138	3535	10034	7134	4650	2327	2589	869	3894	5500	4405	7412	2089	1342	1603	2518	1400	6076	7299	7960	1943	5560
gene-CPT_phageK_gp001	NC_005880.2	486	785	+	300	1346	0	8	663	893	485	381	88	16	3	0	1036	1007	309	1425	904	0	0	116	689	398
gene-CPT_phageK_gp002	NC_005880.2	801	986	+	186	1014	0	6	413	742	331	280	55	10	0	0	671	675	304	853	749	0	0	73	537	190
gene-CPT_phageK_gp003	NC_005880.2	1093	1380	+	288	1247	0	4	597	708	387	332	82	13	1	0	798	806	308	1319	852	0	1	91	577	303
gene-CPT_phageK_gp004	NC_005880.2	1380	1706	+	327	1834	0	2	990	1122	727	525	143	26	6	0	1300	1345	473	2106	1317	0	1	126	1002	399
gene-CPT_phageK_gp005	NC_005880.2	1722	2015	+	294	1405	0	5	837	975	583	404	117	24	4	2	1212	1159	402	1707	1119	0	0	79	832	271
gene-CPT_phageK_gp006	NC_005880.2	2019	2276	+	258	1120	1	3	674	819	455	355	90	13	3	0	925	1024	333	1394	917	0	0	53	631	229
gene-CPT_phageK_gp007	NC_005880.2	2354	2593	+	240	1301	0	1	697	1054	571	421	78	18	1	0	1008	1290	428	1559	1269	0	1	67	738	206
gene-CPT_phageK_gp008	NC_005880.2	2604	2951	+	348	1265	0	3	706	1104	541	394	82	18	2	0	1114	1241	429	1481	1223	0	0	52	767	193
gene-CPT_phageK_gp009	NC_005880.2	3162	3500	-	339	1133	0	8	476	326	188	227	121	30	26	2	397	394	158	619	301	0	0	505	440	676
gene-CPT_phageK_gp010	NC_005880.2	3811	4119	+	309	658	0	7	411	260	281	311	141	22	22	1	332	323	144	523	238	0	0	194	386	461
gene-CPT_phageK_gp011	NC_005880.2	4325	4612	+	288	1475	2	11	953	777	582	692	318	65	40	6	847	923	316	1402	610	0	1	591	1116	1262
gene-CPT_phageK_gp012	NC_005880.2	4662	4853	+	192	383	0	4	141	100	61	98	50	10	6	0	93	147	41	195	80	0	0	162	158	219
gene-CPT_phageK_gp013	NC_005880.2	5170	5658	-	489	690	0	0	321	1178	702	511	30	10	3	0	744	894	585	605	749	0	0	70	1278	190
gene-CPT_phageK_gp014	NC_005880.2	5826	5984	+	159	341	0	1	217	194	189	180	72	15	13	2	205	201	88	340	127	0	0	152	229	316
gene-CPT_phageK_gp015	NC_005880.2	6054	6185	+	132	940	0	12	512	457	359	416	142	23	12	2	429	455	189	818	322	0	0	328	569	656
gene-CPT_phageK_gp016	NC_005880.2	6353	6676	+	324	3389	1	27	2421	2234	2036	2173	693	117	87	10	2047	2567	951	3624	1841	0	0	1068	3133	2603
gene-CPT_phageK_gp017	NC_005880.2	6776	7012	+	237	1049	0	20	905	1048	1167	1062	354	54	39	4	842	1145	481	1575	680	0	0	404	1274	1108
gene-CPT_phageK_gp018	NC_005880.2	7092	7562	+	471	2813	0	34	2320	3402	3374	3270	863	103	93	8	2471	3597	1693	4078	3100	0	1	882	3989	2492
gene-CPT_phageK_gp019	NC_005880.2	7621	7794	+	174	1188	0	13	1101	1312	1516	1370	408	49	42	3	984	1485	628	2074	1095	0	1	367	1772	1224
gene-CPT_phageK_gp020	NC_005880.2	7794	8063	+	270	1234	0	27	1306	1529	1567	1508	428	54	43	4	1300	1894	793	2440	1391	0	0	382	1917	1338
gene-CPT_phageK_gp021	NC_005880.2	8148	8369	+	222	2202	0	24	1552	2133	1578	1287	421	49	55	5	1640	1908	866	2671	1744	1	1	607	2007	1572
gene-CPT_phageK_gp022	NC_005880.2	8666	8902	-	237	780	0	0	433	6147	3342	1458	49	9	0	0	1405	3071	3225	1053	3673	0	0	11	3598	34
gene-CPT_phageK_gp023	NC_005880.2	8902	9075	-	174	653	0	0	374	4392	2605	1167	33	7	2	0	1279	2512	2239	885	2858	0	0	9	2756	38
gene-CPT_phageK_gp024	NC_005880.2	9082	9336	-	255	773	0	0	355	4192	2194	1022	36	9	0	0	1033	2092	2169	879	2541	0	0	17	2226	40
gene-CPT_phageK_gp025	NC_005880.2	9527	10012	-	486	738	0	2	376	2901	1615	766	54	8	0	0	1150	1667	1481	977	1746	0	0	25	1767	60
gene-CPT_phageK_gp026	NC_005880.2	10005	10436	-	432	1179	0	0	676	3732	1871	987	88	18	0	0	1685	2535	2028	1735	2688	0	0	36	2236	138
gene-CPT_phageK_gp027	NC_005880.2	10450	10992	-	543	1228	1	1	615	3441	1805	973	105	18	0	1	1440	2201	1903	1621	2470	0	0	51	1963	144
gene-CPT_phageK_gp028	NC_005880.2	11004	11492	-	489	2081	1	3	1041	5443	2966	1601	145	23	1	0	2485	3592	2856	2895	4236	0	1	115	3230	344
gene-CPT_phageK_gp029	NC_005880.2	11505	11903	-	399	1208	0	0	669	2528	1348	845	104	16	4	1	1311	1882	1324	1630	2150	1	0	76	1684	213
gene-CPT_phageK_gp030	NC_005880.2	11900	12607	-	708	2363	0	6	1405	4539	2512	1417	180	37	3	1	2613	3444	2304	3380	3653	0	0	217	3083	568
gene-CPT_phageK_gp031	NC_005880.2	12707	13261	-	555	753	0	6	279	6412	9572	2994	34	11	0	1	879	1460	4704	489	1747	0	0	23	4303	60
gene-CPT_phageK_gp032	NC_005880.2	13277	13594	-	318	351	0	0	125	2782	4176	1327	10	2	1	0	363	611	2057	211	750	0	0	12	1834	29
gene-CPT_phageK_gt001	NC_005880.2	14229	14300	-	72	521	0	2	400	1877	1520	957	55	10	3	0	802	947	1109	649	980	0	0	42	1661	137
gene-CPT_phageK_gp233	NC_005880.2	14580	15128	-	549	2770	0	4	1027	5916	2442	1429	142	32	2	1	2632	3626	2828	2396	4469	0	0	108	3286	288
gene-CPT_phageK_gp232	NC_005880.2	15132	15350	-	219	1523	0	2	588	2568	1150	702	61	16	3	0	1218	1821	1197	1328	2070	0	0	70	1447	163
gene-CPT_phageK_gp231	NC_005880.2	15351	15545	-	195	1986	0	2	796	3201	1644	939	104	24	5	0	1703	2309	1579	1887	2866	0	0	88	1875	261
gene-CPT_phageK_gp230	NC_005880.2	15535	16272	-	738	3864	1	5	1652	5727	2735	1669	213	44	7	1	3282	4375	2828	3849	4971	0	0	244	3611	698
gene-CPT_phageK_gp229	NC_005880.2	16451	16690	-	240	1357	0	7	687	1615	755	527	105	13	5	0	1143	1383	735	1575	1582	0	0	127	1178	285
gene-CPT_phageK_gp228	NC_005880.2	16692	17081	-	390	1404	0	8	951	2031	1089	699	130	25	6	0	1523	1766	1033	1947	1914	0	1	133	1539	425
gene-CPT_phageK_gp227	NC_005880.2	17180	17353	-	174	135	1	7	56	1129	4675	2059	4	2	3	6	129	187	1277	94	227	0	1	15	770	21
