# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR3110979_sorted.bam" "SRR3110978_sorted.bam" "SRR3110971_sorted.bam" "SRR3110976_sorted.bam" "SRR3110977_sorted.bam" "SRR3110975_sorted.bam" "SRR3110972_sorted.bam" "SRR3110970_sorted.bam" "SRR3110973_sorted.bam" "SRR3110974_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR3110979_sorted.bam	SRR3110978_sorted.bam	SRR3110971_sorted.bam	SRR3110976_sorted.bam	SRR3110977_sorted.bam	SRR3110975_sorted.bam	SRR3110972_sorted.bam	SRR3110970_sorted.bam	SRR3110973_sorted.bam	SRR3110974_sorted.bam
gene-Y11_RS20145	NC_017564.1	4413986	4414942	+	957	1770	1790	2329	1630	2298	1747	2220	3634	2056	2153
gene-Y11_RS20150	NC_017564.1	4414939	4415400	+	462	1107	1357	980	1155	1506	1094	1168	2281	1259	1309
gene-Y11_RS20155	NC_017564.1	4415415	4416251	-	837	825	848	450	792	933	929	600	823	683	782
gene-Y11_RS20160	NC_017564.1	4416623	4418422	+	1800	13212	12542	25849	16344	16896	19750	27639	23049	28231	25460
gene-Y11_RS20165	NC_017564.1	4418432	4419430	+	999	8278	8155	12864	11013	11128	11346	14317	13710	14780	14927
gene-Y11_RS20170	NC_017564.1	4419676	4420356	+	681	4133	4156	8184	5424	5036	5368	8181	6956	7669	7868
gene-Y11_RS20175	NC_017564.1	4420353	4421264	+	912	6265	7049	12314	9388	9705	9778	14670	11922	15368	14385
gene-Y11_RS20180	NC_017564.1	4421274	4421999	+	726	734	779	878	721	1065	741	972	1145	1033	1203
gene-Y11_RS20185	NC_017564.1	4422168	4422899	+	732	4845	4819	4231	7413	6532	5711	5324	5837	7543	8021
gene-Y11_RS20190	NC_017564.1	4422899	4423279	+	381	2279	2157	2127	3149	2950	2741	2378	2620	3596	3744
gene-Y11_RS20195	NC_017564.1	4423903	4425246	+	1344	1672	1838	620	1863	2064	1896	1034	1122	1739	2248
gene-Y11_RS20200	NC_017564.1	4425312	4425572	-	261	3001	2603	851	3315	3702	3137	1535	1171	2867	3199
gene-Y11_RS20205	NC_017564.1	4425634	4426476	-	843	710	764	708	903	904	822	706	1573	879	990
gene-Y11_RS20210	NC_017564.1	4426833	4427720	+	888	1056	996	985	1210	1271	1314	1137	1206	1399	1625
gene-Y11_RS20215	NC_017564.1	4427828	4428511	+	684	777	927	858	836	1053	970	1015	1147	1134	1377
gene-Y11_RS20220	NC_017564.1	4428588	4429637	-	1050	975	1051	976	1166	1469	1303	1206	1600	1412	1484
gene-Y11_RS20225	NC_017564.1	4429771	4430361	+	591	603	634	443	688	921	741	559	864	732	908
gene-Y11_RS20230	NC_017564.1	4430525	4431985	-	1461	1407	1262	1203	1329	1618	1234	1288	1479	1380	1453
gene-Y11_RS20235	NC_017564.1	4432300	4436190	+	3891	2905	2998	3831	3638	4187	4100	4672	4978	4943	5506
gene-Y11_RS20240	NC_017564.1	4436279	4436707	-	429	373	298	113	325	240	253	152	287	213	329
gene-Y11_RS20245	NC_017564.1	4437848	4439284	+	1437	2178	2257	2766	2769	3224	2551	2985	3092	3291	3753
gene-Y11_RS20250	NC_017564.1	4439303	4440340	+	1038	3257	3059	5343	3425	3846	3305	4821	6712	4964	4365
gene-Y11_RS20255	NC_017564.1	4440303	4441640	+	1338	2416	2476	5215	2766	2930	3576	5121	5392	4989	4525
gene-Y11_RS20260	NC_017564.1	4441685	4443307	+	1623	6793	6213	10453	9133	8751	9765	11711	12752	13607	12743
gene-Y11_RS20265	NC_017564.1	4443322	4443660	+	339	2974	3193	3941	4510	4264	4287	4581	5771	5598	5873
gene-Y11_RS20270	NC_017564.1	4443861	4445156	-	1296	1876	1979	2867	2442	2387	2554	2934	3273	3468	3536
gene-Y11_RS20275	NC_017564.1	4445166	4445519	-	354	910	943	2100	1275	1144	1357	2150	4200	2161	2045
gene-Y11_RS20280	NC_017564.1	4445522	4446409	-	888	1209	1088	2474	1625	1536	1726	2434	3979	2353	2207
gene-Y11_RS20285	NC_017564.1	4446501	4447670	-	1170	429	493	275	545	607	357	315	601	371	531
gene-Y11_RS20290	NC_017564.1	4447788	4448168	-	381	561	662	644	506	663	506	524	1911	628	632
gene-Y11_RS20295	NC_017564.1	4448216	4449115	-	900	1860	1770	2526	1796	1920	1618	2048	5754	2218	2012
gene-Y11_RS20300	NC_017564.1	4449379	4450569	-	1191	1110	1252	1614	1616	1464	1753	1640	2440	2008	2000
gene-Y11_RS20305	NC_017564.1	4450957	4452210	+	1254	7968	8603	14478	11435	10903	12672	16674	19109	17344	17155
gene-Y11_RS20310	NC_017564.1	4452377	4453534	+	1158	932	1251	1264	1112	1298	1119	1306	1861	1381	1694
gene-Y11_RS20315	NC_017564.1	4453531	4454814	-	1284	1026	1465	1206	1333	1631	1243	1345	2055	1633	1774
gene-Y11_RS20320	NC_017564.1	4454967	4455632	+	666	1313	1320	1634	1656	1871	1745	1930	1832	2091	2209
gene-Y11_RS20325	NC_017564.1	4455623	4456639	+	1017	1146	1113	1105	1122	1518	1325	1311	1033	1478	1713
gene-Y11_RS20330	NC_017564.1	4456847	4457653	-	807	2286	2335	2947	2649	3289	2775	2939	2213	3980	4214
gene-Y11_RS20335	NC_017564.1	4457897	4458670	+	774	2223	2156	2851	2381	2481	2565	2703	2994	3184	3288
gene-Y11_RS20340	NC_017564.1	4458827	4459321	+	495	10106	10751	15569	13762	13506	15163	19287	12094	25255	21784
gene-Y11_RS20345	NC_017564.1	4459390	4460604	+	1215	20582	21352	35142	28877	29844	32458	38763	33623	46192	46435
gene-Y11_RS20350	NC_017564.1	4460635	4461021	+	387	9675	10105	13245	13501	13963	14496	15459	15857	19033	20268
gene-Y11_RS20355	NC_017564.1	4461125	4461448	+	324	3965	3787	6370	5001	5325	6017	6947	5991	7933	7833
gene-Y11_RS20360	NC_017564.1	4461556	4462083	+	528	1858	1682	4674	2326	2447	2970	4756	4878	4963	4257
gene-Y11_RS20365	NC_017564.1	4462266	4464116	+	1851	7048	7361	13325	10299	10281	11985	15469	14843	17597	16736
gene-Y11_RS20370	NC_017564.1	4464119	4464454	+	336	3663	3838	6751	5444	5076	6438	7743	8510	9914	9186
gene-Y11_RS20375	NC_017564.1	4464475	4464675	+	201	2269	2409	3657	3393	3105	3877	4175	4496	5389	4849
gene-Y11_RS20380	NC_017564.1	4464829	4466124	+	1296	7611	7634	13137	10310	10506	13708	15291	18506	17193	18290
gene-Y11_RS20385	NC_017564.1	4466281	4467168	+	888	2599	2735	3861	3894	3775	4211	4110	5794	5568	5851
gene-Y11_RS20400	NC_017564.1	4471909	4476945	+	5037	3553	3626	4454	4580	5033	5181	5475	5509	6295	6644
gene-Y11_RS20405	NC_017564.1	4477271	4479607	+	2337	446	439	380	366	554	444	417	566	427	576
gene-Y11_RS20415	NC_017564.1	4482579	4483007	+	429	7064	8456	16778	12067	12578	15508	17530	17192	21898	22017
gene-Y11_RS20420	NC_017564.1	4483275	4484441	+	1167	5054	5143	7583	5890	6915	6400	7795	6336	8461	8227
gene-Y11_RS20425	NC_017564.1	4484635	4485384	+	750	7269	6901	9246	8150	9036	8681	9735	7258	10767	11590
gene-Y11_RS20430	NC_017564.1	4485374	4486390	+	1017	9068	8983	13928	10692	12200	11326	14045	13053	14008	15229
gene-Y11_RS20435	NC_017564.1	4486511	4487635	+	1125	8292	8617	16330	11214	11373	13602	17013	30022	18706	17830
gene-Y11_RS20440	NC_017564.1	4487852	4489126	+	1275	4553	6088	9636	7256	6989	8958	14581	11544	11876	12762
gene-Y11_RS20445	NC_017564.1	4489140	4489760	+	621	4293	5042	8389	6834	6391	7907	11827	10781	10237	11667
gene-Y11_RS20450	NC_017564.1	4489772	4490953	+	1182	8215	9456	14634	12778	13149	13825	18457	16240	18128	19788
gene-Y11_RS20460	NC_017564.1	4491153	4492637	+	1485	8677	8830	13810	10986	12010	13074	14651	14112	17221	17396
gene-Y11_RS24080	NC_017564.1	4492755	4492871	+	117	389	252	409	340	399	430	520	463	521	536
gene-Y11_RS20470	NC_017564.1	4493908	4494132	+	225	386	464	274	385	443	321	329	376	368	568
gene-Y11_RS20475	NC_017564.1	4494176	4495552	-	1377	1147	1129	1774	1173	1655	1333	1596	1902	1743	1852
gene-Y11_RS20480	NC_017564.1	4495721	4497184	+	1464	4248	3974	5164	4450	5079	5545	6284	6396	6225	7040
gene-Y11_RS20485	NC_017564.1	4497371	4498948	+	1578	7506	6486	9308	7957	8343	9645	10917	12696	12163	13880
gene-Y11_RS20490	NC_017564.1	4499198	4501066	+	1869	876	1220	360	1037	1244	842	483	931	790	985
gene-Y11_RS20495	NC_017564.1	4501363	4501872	+	510	761	572	325	637	725	529	360	475	462	546
gene-Y11_RS20500	NC_017564.1	4501890	4503485	+	1596	663	615	424	587	810	529	375	798	406	560
gene-Y11_RS20505	NC_017564.1	4503509	4504777	+	1269	394	455	197	316	479	364	243	523	320	375
gene-Y11_RS20515	NC_017564.1	4506478	4507044	-	567	358	522	106	420	483	316	156	395	363	264
gene-Y11_RS20520	NC_017564.1	4507439	4508239	+	801	404	499	368	525	532	419	438	614	458	571
gene-Y11_RS20525	NC_017564.1	4508300	4509163	-	864	640	757	1663	813	852	1017	1515	3150	1515	1338
gene-Y11_RS20530	NC_017564.1	4509431	4509976	+	546	805	837	754	866	956	931	1016	1223	1019	1226
gene-Y11_RS20535	NC_017564.1	4510056	4511021	-	966	1638	1733	3741	2300	2437	2592	3754	4296	4200	3822
gene-Y11_RS20540	NC_017564.1	4511014	4511784	-	771	1883	1795	4232	2049	2422	2789	4109	5519	4273	3692
gene-Y11_RS20545	NC_017564.1	4511869	4512234	-	366	532	549	580	586	679	681	655	802	817	776
gene-Y11_RS20550	NC_017564.1	4512591	4513370	-	780	2261	2088	2793	2728	2725	3058	3009	3780	3909	3892
gene-Y11_RS20555	NC_017564.1	4513517	4513879	-	363	857	985	988	1116	1298	1208	1347	2133	1791	1605
gene-Y11_RS20560	NC_017564.1	4513945	4514970	-	1026	1687	1625	1810	1927	2181	2368	2106	3862	3061	2686
gene-Y11_RS20565	NC_017564.1	4515006	4515554	-	549	802	742	778	770	829	782	881	3413	1179	1176
gene-Y11_RS20570	NC_017564.1	4515933	4516823	-	891	296	513	517	411	509	415	529	1810	497	548
gene-Y11_RS20575	NC_017564.1	4517306	4518694	-	1389	1593	1674	1637	1611	1781	1656	1796	2502	2231	2187
gene-Y11_RS20580	NC_017564.1	4518933	4519271	-	339	527	523	367	608	627	490	485	1143	650	802
gene-Y11_RS20585	NC_017564.1	4519350	4520069	-	720	401	356	628	463	471	433	511	952	557	595
gene-Y11_RS20590	NC_017564.1	4520078	4521454	-	1377	224	264	283	295	369	266	275	573	304	419
gene-Y11_RS20595	NC_017564.1	4521471	4522880	-	1410	262	337	206	244	373	318	213	382	335	368
gene-Y11_RS20600	NC_017564.1	4523024	4526098	-	3075	348	450	426	452	619	415	439	684	498	547
gene-Y11_RS20605	NC_017564.1	4526095	4529238	-	3144	559	553	700	650	746	604	688	1034	822	812
gene-Y11_RS20610	NC_017564.1	4529238	4530572	-	1335	330	368	356	300	453	345	385	584	415	448
gene-Y11_RS20615	NC_017564.1	4530856	4531212	+	357	637	715	585	1056	853	790	740	921	708	982
gene-Y11_RS20620	NC_017564.1	4531584	4532936	-	1353	2760	2490	3726	2915	3224	3273	3855	3973	4099	4190
gene-Y11_RS20625	NC_017564.1	4533030	4533692	-	663	493	478	314	524	695	488	342	688	486	649
gene-Y11_RS20630	NC_017564.1	4533811	4534623	-	813	546	531	697	574	689	623	731	1521	778	734
gene-Y11_RS20635	NC_017564.1	4534652	4536316	-	1665	1220	1145	1454	1217	1441	1385	1692	1756	1762	1856
gene-Y11_RS20640	NC_017564.1	4536316	4538502	-	2187	3621	3922	2192	4251	4999	3263	2899	2106	3660	5489
gene-Y11_RS20645	NC_017564.1	4538748	4540817	+	2070	4886	5366	11477	6682	6914	7604	11752	16522	11300	10276
gene-Y11_RS20650	NC_017564.1	4540822	4542384	+	1563	4972	4629	11893	5782	6247	6904	11308	14318	10934	8619
gene-Y11_RS20655	NC_017564.1	4542447	4542638	+	192	470	429	954	398	413	371	704	1443	647	550
gene-Y11_RS20660	NC_017564.1	4542686	4544161	+	1476	758	875	1726	837	950	815	1456	2518	1381	1322
gene-Y11_RS20665	NC_017564.1	4544333	4548241	+	3909	1501	1687	1676	1617	1950	1404	1640	2949	1702	1869
gene-Y11_RS20670	NC_017564.1	4548674	4549219	-	546	624	601	1233	710	778	825	1070	2169	1289	1035
gene-Y11_RS20675	NC_017564.1	4549355	4549993	-	639	459	593	572	552	747	545	575	895	693	798
gene-Y11_RS20680	NC_017564.1	4550034	4551077	-	1044	627	812	1151	775	952	941	1218	1703	1296	1357
gene-Y11_RS20685	NC_017564.1	4551311	4551937	+	627	3017	3038	2779	3785	3444	3350	3422	4294	4322	5162
gene-Y11_RS20690	NC_017564.1	4552018	4553307	+	1290	646	795	604	794	940	833	705	1267	962	985
gene-Y11_RS20700	NC_017565.1	891	1436	-	546	181	241	439	223	218	254	449	1026	569	531
gene-Y11_RS20705	NC_017565.1	1544	2269	-	726	205	248	136	241	347	276	173	278	253	329
gene-Y11_RS20710	NC_017565.1	2256	3758	-	1503	347	539	252	482	554	367	314	692	399	469
gene-Y11_RS20715	NC_017565.1	3991	4458	+	468	0	0	0	0	4	3	0	35	0	1
gene-Y11_RS20720	NC_017565.1	4466	6655	+	2190	0	2	0	1	16	3	0	172	1	6
gene-Y11_RS20725	NC_017565.1	7401	8267	+	867	0	0	1	3	0	2	1	30	0	0
gene-Y11_RS20730	NC_017565.1	8791	9528	-	738	0	2	0	1	4	0	1	21	0	0
gene-Y11_RS20740	NC_017565.1	10010	10558	-	549	12	0	0	0	5	1	0	33	0	0
gene-Y11_RS20745	NC_017565.1	11079	12047	+	969	0	0	1	0	6	0	0	44	0	0
gene-Y11_RS20750	NC_017565.1	12047	12439	+	393	0	0	0	0	0	0	0	5	0	0
gene-Y11_RS20770	NC_017565.1	14297	14647	+	351	0	0	0	0	1	0	0	8	0	0
gene-Y11_RS20790	NC_017565.1	16908	18320	+	1413	0	4	0	0	10	4	2	59	2	1
gene-Y11_RS20795	NC_017565.1	18390	19265	+	876	0	0	0	0	0	1	0	10	0	1
gene-Y11_RS20800	NC_017565.1	19587	20039	-	453	0	0	0	1	0	0	0	13	0	0
gene-Y11_RS23930	NC_017565.1	20195	21046	-	852	1	0	0	0	1	2	0	2	2	1
gene-Y11_RS20810	NC_017565.1	21207	21788	+	582	0	0	1	0	0	0	1	1	0	0
gene-Y11_RS20815	NC_017565.1	21802	22227	-	426	0	0	0	0	0	0	0	4	0	1
gene-Y11_RS20820	NC_017565.1	22240	23529	-	1290	0	1	0	0	0	1	0	4	1	0
gene-Y11_RS20825	NC_017565.1	23575	23895	-	321	0	0	0	0	0	0	0	2	0	0
gene-Y11_RS20830	NC_017565.1	23981	24679	+	699	1	0	0	1	0	0	1	1	0	3
gene-Y11_RS20855	NC_017565.1	26715	26933	+	219	0	0	0	0	0	0	0	2	0	0
gene-Y11_RS20860	NC_017565.1	26994	27464	-	471	0	0	0	0	1	0	0	5	1	0
gene-Y11_RS20865	NC_017565.1	28080	29246	+	1167	0	1	1	0	2	0	0	46	0	11
gene-Y11_RS20870	NC_017565.1	29243	30208	+	966	0	0	1	0	24	0	0	15	0	17
gene-Y11_RS20875	NC_017565.1	31091	31333	+	243	0	0	1	0	0	0	0	2	0	0
gene-Y11_RS20880	NC_017565.1	31326	31625	+	300	0	1	1	0	0	0	0	19	0	0
gene-Y11_RS20885	NC_017565.1	31765	32424	-	660	0	10	7	16	10	4	0	139	0	3
gene-Y11_RS20890	NC_017565.1	32617	33009	+	393	0	11	0	1	3	2	0	71	0	0
gene-Y11_RS20905	NC_017565.1	34622	35047	+	426	0	0	2	4	2	0	0	17	0	2
gene-Y11_RS20910	NC_017565.1	35275	36681	-	1407	0	2	3	4	5	3	0	92	1	2
gene-Y11_RS20915	NC_017565.1	37366	37713	-	348	0	1	1	0	0	1	0	2	0	0
gene-Y11_RS20920	NC_017565.1	37932	38603	-	672	0	0	0	0	1	0	0	18	0	3
gene-Y11_RS20925	NC_017565.1	38549	39178	-	630	0	0	0	0	1	0	1	26	0	2
gene-Y11_RS20930	NC_017565.1	39178	39912	-	735	0	1	1	0	0	0	0	32	0	2
gene-Y11_RS20935	NC_017565.1	39919	40266	-	348	0	2	0	0	1	0	0	30	0	2
gene-Y11_RS20940	NC_017565.1	40267	40764	-	498	0	0	1	1	1	0	0	44	0	0
gene-Y11_RS20945	NC_017565.1	40761	41108	-	348	0	2	1	0	0	0	0	52	1	0
gene-Y11_RS20950	NC_017565.1	41110	41373	-	264	0	0	0	1	5	0	0	56	0	0
gene-Y11_RS20955	NC_017565.1	41370	41573	-	204	0	0	0	0	5	0	0	25	0	1
gene-Y11_RS20960	NC_017565.1	41570	42826	-	1257	0	0	0	0	3	0	0	14	1	2
gene-Y11_RS20965	NC_017565.1	42823	44646	-	1824	1	0	0	1	4	0	0	19	0	3
gene-Y11_RS20970	NC_017565.1	44652	45065	-	414	0	1	0	0	1	0	0	9	0	0
gene-Y11_RS20975	NC_017565.1	45291	45389	-	99	0	0	0	0	0	1	0	6	0	0
gene-Y11_RS20980	NC_017565.1	45468	46283	-	816	0	0	1	6	0	0	0	10	0	8
gene-Y11_RS20985	NC_017565.1	46407	46802	-	396	0	0	0	0	3	0	0	15	0	0
gene-Y11_RS20990	NC_017565.1	47378	48442	-	1065	0	0	0	0	7	0	0	31	0	0
gene-Y11_RS20995	NC_017565.1	48442	49227	-	786	0	1	1	0	7	0	0	17	0	5
gene-Y11_RS21000	NC_017565.1	49224	49490	-	267	0	1	0	0	1	0	0	11	0	5
gene-Y11_RS21005	NC_017565.1	49492	50145	-	654	0	0	0	0	0	1	3	35	1	0
gene-Y11_RS21010	NC_017565.1	50142	51065	-	924	0	2	5	0	10	0	4	51	0	1
gene-Y11_RS21015	NC_017565.1	51062	52609	-	1548	2	2	3	4	15	6	3	67	6	4
gene-Y11_RS21020	NC_017565.1	52609	53073	-	465	0	1	2	3	12	1	0	43	0	0
gene-Y11_RS21025	NC_017565.1	53070	54389	-	1320	0	0	2	6	2	1	0	64	3	3
gene-Y11_RS21030	NC_017565.1	54587	55468	+	882	1	4	0	19	4	4	0	158	0	5
gene-Y11_RS21035	NC_017565.1	55449	55727	+	279	1	1	0	13	0	7	0	102	0	4
gene-Y11_RS21040	NC_017565.1	55714	56085	+	372	0	0	1	4	0	2	0	29	0	3
gene-Y11_RS21045	NC_017565.1	56082	56450	+	369	0	7	2	3	0	4	0	26	0	3
gene-Y11_RS21050	NC_017565.1	56447	56791	+	345	0	6	1	0	1	3	0	11	0	0
gene-Y11_RS21055	NC_017565.1	56778	58892	+	2115	0	0	2	0	13	0	0	104	0	0
gene-Y11_RS21060	NC_017565.1	58889	59329	+	441	0	9	0	3	2	0	0	30	0	3
gene-Y11_RS21065	NC_017565.1	59371	59658	+	288	0	9	1	5	1	8	0	43	0	5
gene-Y11_RS21070	NC_017565.1	59660	60634	+	975	0	1	2	6	11	9	0	131	1	1
gene-Y11_RS21075	NC_017565.1	60637	61143	+	507	0	2	4	2	8	3	0	189	0	1
gene-Y11_RS21080	NC_017565.1	61121	62326	+	1206	0	4	4	4	8	2	0	274	11	9
gene-Y11_RS21085	NC_017565.1	62345	63265	+	921	1	8	9	7	51	1	0	394	11	3
gene-Y11_RS21100	NC_017565.1	64040	65143	-	1104	0	4	4	0	6	0	0	104	1	1
gene-Y11_RS21150	NC_017565.1	70216	70761	+	546	1	0	0	0	0	0	0	5	0	0
gene-Y11_RS21155	NC_017565.1	70899	71153	+	255	0	0	0	0	0	0	0	6	0	0
gene-Y11_RS22325	NC_017565.1	71395	71469	+	75	0	0	0	0	0	0	0	1	0	0
gene-Y11_RS21160	NC_017565.1	71450	72328	+	879	0	0	0	0	0	0	0	10	0	1
gene-phiR1-37_gp367	NC_016163.1	2	262389	+	262388	3864803	3578797	956672	4233764	4481116	4094404	1888484	1017	3686742	4568791
gene-phiR1-37_gp001	NC_016163.1	103	375	+	273	3118	2350	779	2835	3068	2949	1641	1	3301	2676
gene-phiR1-37_gp002	NC_016163.1	326	577	+	252	6664	4314	1234	5606	5861	4701	2400	2	5241	4534
gene-phiR1-37_gp003	NC_016163.1	564	812	+	249	6850	4661	1250	5840	6156	5135	2488	2	5673	4801
gene-phiR1-37_gp004	NC_016163.1	784	1002	+	219	6365	4229	1241	5467	5790	4934	2237	2	5397	4575
gene-phiR1-37_gp005	NC_016163.1	999	1187	+	189	3619	3074	946	3228	3667	3488	1623	2	3940	3201
gene-phiR1-37_gp006	NC_016163.1	1181	1534	+	354	3504	3394	1015	3529	3937	3544	1677	2	4277	3089
gene-phiR1-37_gp007	NC_016163.1	1531	1749	+	219	2197	2177	741	2425	2455	2386	1143	0	2913	2051
gene-phiR1-37_gp008	NC_016163.1	1736	1924	+	189	2230	2148	652	2287	2628	2352	1151	1	2410	1993
gene-phiR1-37_gp009	NC_016163.1	1918	2166	+	249	3484	3071	907	3233	3499	3436	1649	3	3590	3013
gene-phiR1-37_gp010	NC_016163.1	2135	2341	+	207	2619	2186	653	2406	2525	2555	1207	3	2662	2291
gene-phiR1-37_gp011	NC_016163.1	2386	2595	+	210	2564	2234	905	2547	2574	2726	1514	1	3028	2564
gene-phiR1-37_gp012	NC_016163.1	2592	2801	+	210	4485	4191	2044	5065	4460	5696	3179	0	6872	5016
gene-phiR1-37_gp013	NC_016163.1	2798	3043	+	246	5058	5088	2454	5825	5634	6657	3949	1	8032	6317
gene-phiR1-37_gp014	NC_016163.1	3028	3264	+	237	5649	5195	2554	6185	6003	7171	4172	2	8516	7032
gene-phiR1-37_gp015	NC_016163.1	3245	3496	+	252	4161	3855	1856	4477	4819	5063	3161	2	5760	5044
gene-phiR1-37_gp016	NC_016163.1	3493	3750	+	258	9111	8209	3277	10386	8779	9811	5642	4	10508	8740
gene-phiR1-37_gp017	NC_016163.1	3738	4070	+	333	9772	8802	3665	11195	9520	11079	6574	4	12176	10781
gene-phiR1-37_gp018	NC_016163.1	3934	4251	+	318	8158	7210	2936	9405	7671	9053	5180	1	9765	8573
gene-phiR1-37_gp019	NC_016163.1	4248	4526	+	279	4106	3615	1687	4779	4635	5509	3150	0	6254	5736
gene-phiR1-37_gp020	NC_016163.1	4489	4725	+	237	5400	4707	2137	6519	5935	6749	3631	1	7302	7436
gene-phiR1-37_gp021	NC_016163.1	4736	4927	+	192	5610	4485	1981	6667	5840	6572	3262	1	6651	6991
gene-phiR1-37_gp022	NC_016163.1	4924	5181	+	258	5463	4573	2092	6807	6180	6814	3568	0	6984	7915
gene-phiR1-37_gp023	NC_016163.1	5178	5405	+	228	4102	3766	1457	5199	5140	5324	2685	0	4813	5475
gene-phiR1-37_gp024	NC_016163.1	5405	5608	+	204	6134	5531	1910	7567	7087	7550	3733	2	6589	7473
gene-phiR1-37_gp025	NC_016163.1	5605	5799	+	195	6241	5650	1985	8107	7293	8090	4035	2	7229	8209
gene-phiR1-37_gp026	NC_016163.1	5787	6092	+	306	7839	7344	2521	10473	9648	10452	4946	1	10217	10292
gene-phiR1-37_gp027	NC_016163.1	6092	6343	+	252	4188	4035	1463	5974	5659	6246	2771	0	6775	6136
gene-phiR1-37_gp028	NC_016163.1	6334	6579	+	246	2866	2372	789	3185	3520	3337	1461	2	3665	3278
gene-phiR1-37_gp029	NC_016163.1	6648	6905	+	258	4713	3534	1470	4898	5173	5153	2820	2	6208	5466
gene-phiR1-37_gp030	NC_016163.1	6914	7273	+	360	8395	6921	3102	9912	9395	10033	6022	0	11997	11013
gene-phiR1-37_gp031	NC_016163.1	7230	7772	+	543	9648	8297	3586	11405	10605	12160	7167	1	13433	13805
gene-phiR1-37_gp032	NC_016163.1	7782	8063	+	282	7292	6595	2952	8803	7863	9512	5579	0	9585	9622
gene-phiR1-37_gp033	NC_016163.1	8063	8428	+	366	8704	8043	3388	11256	10133	11235	6275	2	12244	11544
gene-phiR1-37_gp034	NC_016163.1	8415	8825	+	411	11566	11076	3823	14238	12993	13532	7026	2	14681	13861
gene-phiR1-37_gp035	NC_016163.1	8822	9064	+	243	11208	10079	3145	13324	11423	12105	5884	0	12178	11592
gene-phiR1-37_gp036	NC_016163.1	9039	9326	+	288	6493	5852	2217	7825	7308	8472	4042	0	8563	8495
gene-phiR1-37_gp037	NC_016163.1	9323	9568	+	246	6855	5964	2676	8593	8207	10044	4721	0	9498	9854
gene-phiR1-37_gp038	NC_016163.1	9568	9870	+	303	5561	4778	2130	6942	6861	8104	3748	0	8076	7997
gene-phiR1-37_gp039	NC_016163.1	9867	10124	+	258	4734	4157	1479	5353	5590	5915	2792	0	6108	5906
gene-phiR1-37_gp040	NC_016163.1	10111	10377	+	267	7701	6705	2432	9126	9294	9581	4439	0	10052	10668
gene-phiR1-37_gp041	NC_016163.1	10349	10558	+	210	7875	6301	2170	9437	8759	8933	3925	0	9301	9332
gene-phiR1-37_gp042	NC_016163.1	10562	10948	+	387	7805	6465	2400	9527	8715	9085	4126	1	9716	9439
gene-phiR1-37_gp043	NC_016163.1	10926	11177	+	252	6616	4790	1878	6777	6856	6952	3127	5	7159	6371
gene-phiR1-37_gp044	NC_016163.1	11177	11446	+	270	3774	2379	974	3460	3835	4045	1807	3	3979	3514
gene-phiR1-37_gp045	NC_016163.1	11548	12654	+	1107	6336	3594	1113	5343	5389	5914	1955	2	5466	4629
gene-phiR1-37_gp046	NC_016163.1	12654	13262	+	609	5068	2659	821	3679	3928	3835	1302	3	3220	3069
gene-phiR1-37_gp047	NC_016163.1	13259	13723	+	465	6178	3581	949	4352	4854	4260	1467	2	4214	3553
gene-phiR1-37_gp048	NC_016163.1	13800	14438	+	639	10294	5760	1722	7862	7811	8096	2823	3	7723	6142
gene-phiR1-37_gp049	NC_016163.1	14491	15276	-	786	9878	5605	1743	8239	7717	7888	2829	5	6867	6208
gene-phiR1-37_gp050	NC_016163.1	15305	15646	-	342	2611	1952	498	2731	2733	2468	909	2	2217	1970
gene-phiR1-37_gp051	NC_016163.1	15634	15987	-	354	4040	2078	619	2891	3141	3301	1003	4	2673	2844
gene-phiR1-37_gp052	NC_016163.1	15944	16387	-	444	5556	2929	878	4029	4666	4414	1484	4	3960	3909
gene-phiR1-37_gp053	NC_016163.1	16362	16754	-	393	3094	2510	568	2879	3359	2462	985	2	2620	2280
gene-phiR1-37_gp054	NC_016163.1	16726	17031	-	306	2657	1877	461	2353	2205	1967	745	1	1826	1992
gene-phiR1-37_gp055	NC_016163.1	17092	17982	-	891	63798	57650	12272	78514	74773	68527	24826	7	53095	74944
gene-phiR1-37_gp056	NC_016163.1	17989	18531	-	543	51064	44528	11060	64054	61141	60136	22298	3	45612	62416
gene-phiR1-37_gp057	NC_016163.1	18524	19195	-	672	33614	30282	10215	41847	41949	50100	21473	0	41273	53964
gene-phiR1-37_gp058	NC_016163.1	19214	19972	-	759	44804	41921	11723	54266	56818	58777	25133	5	48123	66040
gene-phiR1-37_gp059	NC_016163.1	19988	21310	-	1323	43661	41562	15348	61395	56766	60517	30334	0	57820	72085
gene-phiR1-37_gp060	NC_016163.1	21527	21964	+	438	10447	5150	1627	8235	7842	9082	2855	3	8187	7428
gene-phiR1-37_gp061	NC_016163.1	22024	24813	+	2790	28411	16793	3657	20534	22507	20012	6295	13	16731	17447
gene-phiR1-37_gp062	NC_016163.1	24816	24974	+	159	4142	2968	544	3336	3542	3000	964	4	2466	2573
