# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR7542856_sorted.bam" "SRR7542872_sorted.bam" "SRR7542865_sorted.bam" "SRR7542867_sorted.bam" "SRR7542866_sorted.bam" "SRR7542855_sorted.bam" "SRR7542868_sorted.bam" "SRR7542860_sorted.bam" "SRR7542858_sorted.bam" "SRR7542863_sorted.bam" "SRR7542861_sorted.bam" "SRR7542857_sorted.bam" "SRR7542869_sorted.bam" "SRR7542870_sorted.bam" "SRR7542864_sorted.bam" "SRR7542859_sorted.bam" "SRR7542862_sorted.bam" "SRR7542871_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR7542856_sorted.bam	SRR7542872_sorted.bam	SRR7542865_sorted.bam	SRR7542867_sorted.bam	SRR7542866_sorted.bam	SRR7542855_sorted.bam	SRR7542868_sorted.bam	SRR7542860_sorted.bam	SRR7542858_sorted.bam	SRR7542863_sorted.bam	SRR7542861_sorted.bam	SRR7542857_sorted.bam	SRR7542869_sorted.bam	SRR7542870_sorted.bam	SRR7542864_sorted.bam	SRR7542859_sorted.bam	SRR7542862_sorted.bam	SRR7542871_sorted.bam
gene-AUO97_RS13825	NZ_CP018664.1	2900597	2901850	+	1254	963	34	364	102	111	1647	107	975	2572	3698	4453	513	63	64	545	2340	5005	50
gene-AUO97_RS13830	NZ_CP018664.1	2901885	2902649	+	765	474	40	276	65	61	832	89	470	1225	2055	2368	259	44	60	375	1189	2535	25
gene-AUO97_RS13835	NZ_CP018664.1	2902661	2903467	+	807	521	42	268	61	73	875	62	505	1228	2162	2662	252	53	61	408	1227	2830	34
gene-AUO97_RS13840	NZ_CP018664.1	2903500	2905083	+	1584	900	73	414	138	143	1453	132	845	1847	3385	4349	497	91	100	623	2005	4872	72
gene-AUO97_RS13845	NZ_CP018664.1	2905083	2906801	+	1719	1165	215	798	237	317	1766	254	918	2307	3609	4658	620	172	195	1235	2238	5287	117
gene-AUO97_RS13850	NZ_CP018664.1	2907104	2908324	+	1221	129	8	29	15	30	158	12	135	123	73	71	103	10	8	45	105	65	6
gene-AUO97_RS13855	NZ_CP018664.1	2908575	2909702	+	1128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS13870	NZ_CP018664.1	2910706	2911266	+	561	3	0	1	1	1	2	0	2	3	4	1	2	0	0	0	4	1	1
gene-AUO97_RS13875	NZ_CP018664.1	2911327	2911758	-	432	135	19	99	22	70	217	43	186	260	212	146	139	31	20	135	190	219	20
gene-AUO97_RS13880	NZ_CP018664.1	2912011	2913174	+	1164	480	163	585	312	374	1015	317	429	1204	690	784	301	219	141	817	921	931	98
gene-AUO97_RS13885	NZ_CP018664.1	2913489	2914229	+	741	4	0	3	2	1	11	1	8	6	3	5	5	1	0	6	4	7	0
gene-AUO97_RS13890	NZ_CP018664.1	2914245	2914898	+	654	4	0	2	3	1	4	4	3	1	5	2	4	1	0	2	1	2	2
gene-AUO97_RS13895	NZ_CP018664.1	2914901	2918506	+	3606	37	8	27	13	15	55	8	47	39	33	22	46	9	6	25	43	46	3
gene-AUO97_RS13900	NZ_CP018664.1	2918545	2919081	-	537	56	2	17	2	5	48	2	69	86	112	60	53	2	3	29	65	91	1
gene-AUO97_RS13905	NZ_CP018664.1	2919175	2919528	+	354	71	7	19	7	13	68	14	92	68	101	41	83	13	1	30	80	80	2
gene-AUO97_RS13910	NZ_CP018664.1	2919656	2922367	+	2712	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
gene-AUO97_RS19475	NZ_CP018664.1	2922530	2922655	+	126	2	1	1	0	0	2	0	3	7	3	1	6	0	2	0	3	1	0
gene-AUO97_RS13915	NZ_CP018664.1	2922660	2923094	+	435	2	0	0	2	2	4	0	3	7	4	2	11	0	2	0	4	1	0
gene-AUO97_RS13920	NZ_CP018664.1	2923107	2924918	+	1812	9	0	5	0	2	10	2	16	5	5	4	8	0	0	5	10	4	1
gene-AUO97_RS13925	NZ_CP018664.1	2924915	2925937	+	1023	35	4	19	7	9	32	22	37	28	31	24	29	2	0	20	40	19	2
gene-AUO97_RS13930	NZ_CP018664.1	2925989	2926870	-	882	15	3	6	0	2	24	6	17	12	12	8	16	4	2	9	22	12	0
gene-AUO97_RS13935	NZ_CP018664.1	2926870	2927814	-	945	68	8	16	2	14	79	7	71	80	56	23	57	6	4	21	92	64	0
gene-AUO97_RS13940	NZ_CP018664.1	2927910	2928311	-	402	156	6	64	17	28	199	8	219	223	119	99	158	11	4	68	251	135	7
gene-AUO97_RS13945	NZ_CP018664.1	2928457	2931240	+	2784	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
gene-AUO97_RS13950	NZ_CP018664.1	2931248	2934253	+	3006	0	1	0	0	0	0	1	2	0	1	5	0	0	0	0	0	0	0
gene-AUO97_RS13955	NZ_CP018664.1	2934283	2935251	-	969	0	1	1	0	2	1	0	2	0	0	0	0	0	0	1	0	1	0
gene-AUO97_RS13960	NZ_CP018664.1	2936023	2936715	+	693	1985	36	330	69	153	1952	79	2766	2225	1736	1017	2348	69	27	422	2476	1484	19
gene-AUO97_RS13965	NZ_CP018664.1	2936732	2937235	+	504	2153	88	451	91	236	2428	82	3190	2525	2282	1210	2603	143	59	519	2726	1681	31
gene-AUO97_RS13970	NZ_CP018664.1	2937228	2938709	+	1482	2253	473	747	271	646	2563	360	3413	2677	2590	1356	2856	539	234	974	16586	1952	155
gene-AUO97_RS13975	NZ_CP018664.1	2938759	2939262	+	504	1370	895	810	472	1055	1415	613	1947	1520	1767	904	1509	926	341	986	1586	1346	280
gene-AUO97_RS13980	NZ_CP018664.1	2939342	2939818	+	477	69	13	13	13	11	87	8	75	80	61	21	66	8	4	24	69	49	3
gene-AUO97_RS13985	NZ_CP018664.1	2939835	2941646	+	1812	136	11	39	33	20	173	12	155	161	100	65	156	5	8	53	150	112	7
gene-AUO97_RS13990	NZ_CP018664.1	2941610	2942608	+	999	47	1	11	1	5	66	5	57	62	54	18	70	1	7	19	61	33	0
gene-AUO97_RS13995	NZ_CP018664.1	2942605	2944017	+	1413	48	5	16	6	7	57	5	79	78	75	45	72	4	7	34	84	73	3
gene-AUO97_RS14000	NZ_CP018664.1	2944048	2947872	+	3825	379	83	144	65	118	476	27	477	464	479	234	438	75	45	194	437	365	22
gene-AUO97_RS14005	NZ_CP018664.1	2947910	2948869	+	960	73	13	38	14	30	91	24	114	104	117	61	117	18	13	60	107	93	13
gene-AUO97_RS14010	NZ_CP018664.1	2948872	2949639	+	768	95	12	38	8	27	108	25	138	135	115	59	111	14	6	50	124	82	14
gene-AUO97_RS14015	NZ_CP018664.1	2949656	2949919	+	264	54	3	17	7	18	62	8	85	84	61	43	49	10	2	24	69	52	2
gene-AUO97_RS14020	NZ_CP018664.1	2950139	2952820	+	2682	265	33	91	37	67	289	42	328	315	323	161	276	29	24	107	340	244	19
gene-AUO97_RS14025	NZ_CP018664.1	2952844	2953941	+	1098	37	3	25	4	15	61	10	50	67	40	29	62	9	8	22	64	42	2
gene-AUO97_RS14030	NZ_CP018664.1	2953958	2955322	+	1365	108	16	51	21	33	125	13	114	105	114	65	95	21	19	49	114	86	4
gene-AUO97_RS14035	NZ_CP018664.1	2955340	2956146	+	807	91	7	31	16	28	80	13	88	132	101	66	73	11	10	39	102	96	8
gene-AUO97_RS14040	NZ_CP018664.1	2956159	2956761	+	603	64	14	18	17	19	73	16	76	97	82	59	68	15	6	38	65	61	13
gene-AUO97_RS14045	NZ_CP018664.1	2956769	2957722	+	954	65	6	25	15	7	69	9	51	63	61	34	45	8	6	31	37	39	2
gene-AUO97_RS14050	NZ_CP018664.1	2957725	2958576	-	852	64	4	30	12	11	51	14	55	50	39	24	44	12	3	40	58	52	4
gene-AUO97_RS14055	NZ_CP018664.1	2958728	2959396	+	669	26	2	7	4	0	22	2	28	34	32	23	29	0	4	11	35	19	2
gene-AUO97_RS14060	NZ_CP018664.1	2959412	2959894	+	483	16	3	10	6	4	30	7	34	29	41	35	24	2	3	14	35	26	4
gene-AUO97_RS14065	NZ_CP018664.1	2959894	2961072	+	1179	36	5	10	19	7	55	15	70	44	45	33	48	2	7	27	39	44	7
gene-AUO97_RS14070	NZ_CP018664.1	2961206	2962363	+	1158	380	18	102	35	28	433	39	453	521	351	249	384	21	9	145	500	334	6
gene-AUO97_RS14075	NZ_CP018664.1	2962443	2962898	-	456	221	12	55	18	20	258	20	306	324	352	191	234	19	8	67	324	275	9
gene-AUO97_RS14080	NZ_CP018664.1	2963215	2963874	-	660	499	15	77	21	41	588	29	650	741	624	545	514	9	11	116	823	656	11
gene-AUO97_RS14085	NZ_CP018664.1	2964301	2964588	+	288	191	3	22	18	3	211	17	162	229	141	92	160	2	0	18	150	162	0
gene-AUO97_RS14090	NZ_CP018664.1	2964777	2965229	+	453	125	6	30	14	19	158	19	119	145	105	75	115	12	12	50	114	99	12
gene-AUO97_RS14095	NZ_CP018664.1	2965391	2965825	+	435	1937	609	2023	1155	1214	2684	1385	1791	3165	3288	2375	1482	799	625	2506	2978	3591	501
gene-AUO97_RS14105	NZ_CP018664.1	2966685	2967620	+	936	94	84	65	31	53	132	36	117	140	176	101	88	54	39	67	135	163	20
gene-AUO97_RS14110	NZ_CP018664.1	2967678	2968586	-	909	38	1	6	1	2	43	1	39	48	29	24	28	0	0	5	49	31	0
gene-AUO97_RS14115	NZ_CP018664.1	2969004	2969687	+	684	155	80	65	54	44	170	48	173	196	270	115	165	39	31	89	205	180	27
gene-AUO97_RS14120	NZ_CP018664.1	2969856	2970788	+	933	14	4	5	4	4	27	4	27	25	27	20	17	2	4	10	21	24	4
gene-AUO97_RS14125	NZ_CP018664.1	2970785	2971888	+	1104	14	2	2	3	2	15	4	22	15	9	8	13	6	0	5	16	7	0
gene-AUO97_RS14130	NZ_CP018664.1	2971889	2972119	+	231	5	0	3	0	1	7	1	4	7	6	3	5	1	0	4	8	1	0
gene-AUO97_RS14135	NZ_CP018664.1	2972119	2973381	+	1263	34	4	13	6	9	25	9	33	42	41	18	20	8	5	20	36	14	0
gene-AUO97_RS14140	NZ_CP018664.1	2973426	2974178	+	753	68	0	21	9	7	69	11	92	81	88	46	100	5	4	24	98	79	4
gene-AUO97_RS14145	NZ_CP018664.1	2974245	2975534	-	1290	26	3	9	4	2	31	5	19	27	25	18	28	2	1	9	21	23	3
gene-AUO97_RS14150	NZ_CP018664.1	2975690	2977270	-	1581	22	5	12	13	13	35	11	24	31	63	14	34	14	4	26	52	44	6
gene-AUO97_RS14155	NZ_CP018664.1	2977423	2978994	-	1572	42	35	23	12	25	53	18	44	65	66	32	26	15	13	28	48	33	13
gene-AUO97_RS14160	NZ_CP018664.1	2979444	2980823	+	1380	215	16	100	28	66	339	36	283	356	294	211	216	35	10	122	302	304	7
gene-AUO97_RS14165	NZ_CP018664.1	2980867	2982969	-	2103	4475	347	2524	676	1051	6669	743	5954	8860	7015	6301	2934	519	342	2890	6372	7529	227
gene-AUO97_RS14170	NZ_CP018664.1	2983235	2984173	+	939	4688	565	2692	898	1361	6956	1147	5333	8551	7292	6022	3229	696	412	3311	5833	7226	315
gene-AUO97_RS14175	NZ_CP018664.1	2984206	2984496	+	291	2165	211	1080	322	427	3240	344	2746	4890	3407	2974	1472	232	188	1295	3136	3916	127
gene-AUO97_RS14180	NZ_CP018664.1	2984509	2985264	+	756	3199	332	1685	505	722	4870	524	3967	7276	4707	4633	2042	448	327	2107	4732	5596	203
gene-AUO97_RS14185	NZ_CP018664.1	2985281	2985781	+	501	1625	155	583	182	251	2353	192	1968	3220	1985	2142	1062	163	116	802	2366	2570	89
gene-AUO97_RS14190	NZ_CP018664.1	2985805	2986866	+	1062	2061	102	535	133	252	3068	149	2429	3617	2466	2778	1442	127	89	743	2972	3306	51
gene-AUO97_RS14195	NZ_CP018664.1	2986875	2987648	+	774	1255	69	257	69	162	1682	84	1483	2064	1294	1507	758	90	61	363	1737	1886	16
gene-AUO97_RS14200	NZ_CP018664.1	2987648	2988439	+	792	1311	48	239	64	185	1838	52	1636	2071	1191	1610	729	79	55	360	1803	1708	25
gene-AUO97_RS14205	NZ_CP018664.1	2988442	2989980	+	1539	2159	156	453	135	373	3425	126	3251	4294	2246	3136	1364	225	100	756	3367	3352	41
gene-AUO97_RS14210	NZ_CP018664.1	2989993	2991201	+	1209	1253	116	321	100	244	2217	85	2445	3388	1553	2335	948	160	69	518	2444	2462	50
gene-AUO97_RS14215	NZ_CP018664.1	2991242	2992531	+	1290	1468	212	401	136	380	2217	130	3173	4109	1870	2685	1192	210	99	602	2819	2991	64
gene-AUO97_RS14220	NZ_CP018664.1	2992585	2993550	+	966	873	112	252	105	190	1382	104	1532	2174	1025	1249	823	146	78	413	1415	1532	42
gene-AUO97_RS14225	NZ_CP018664.1	2993537	2994142	+	606	245	20	54	19	37	375	18	359	534	279	317	257	34	20	124	334	376	11
gene-AUO97_RS14230	NZ_CP018664.1	2994218	2994601	+	384	9	0	1	1	1	10	1	19	41	10	16	14	1	0	1	27	22	1
gene-AUO97_RS14235	NZ_CP018664.1	2994780	2995277	+	498	124	3	25	7	15	135	12	165	221	155	76	164	8	4	24	133	167	3
gene-AUO97_RS14240	NZ_CP018664.1	2995252	2996100	+	849	198	7	38	9	17	238	15	256	323	221	105	188	7	7	40	239	207	3
gene-AUO97_RS14245	NZ_CP018664.1	2996153	2997349	-	1197	163	2	29	9	6	191	12	171	235	92	86	144	6	1	31	171	159	3
gene-AUO97_RS14260	NZ_CP018664.1	2998431	2999033	+	603	8	2	1	2	4	14	6	9	7	6	1	9	0	2	3	8	6	1
gene-AUO97_RS14265	NZ_CP018664.1	2999235	2999861	+	627	78	9	26	23	12	61	24	70	133	92	95	47	5	5	55	102	111	6
gene-AUO97_RS14270	NZ_CP018664.1	2999980	3001044	+	1065	264	47	189	55	110	481	60	329	502	484	408	215	71	37	253	466	517	36
gene-AUO97_RS14275	NZ_CP018664.1	3001057	3001629	+	573	106	17	54	17	41	179	14	146	211	198	150	88	29	13	80	156	217	7
gene-AUO97_RS14280	NZ_CP018664.1	3001833	3002738	-	906	127	14	62	10	28	151	9	125	180	141	92	129	8	8	67	184	113	6
gene-AUO97_RS14285	NZ_CP018664.1	3002837	3003433	+	597	11	0	4	4	3	5	4	5	9	3	4	3	1	1	2	5	10	0
gene-AUO97_RS14290	NZ_CP018664.1	3003489	3004304	-	816	32	4	5	4	5	37	8	57	63	39	34	37	4	1	8	39	35	3
gene-AUO97_RS14295	NZ_CP018664.1	3004446	3005660	+	1215	10	2	15	10	5	26	5	23	32	56	27	13	8	6	13	29	40	2
gene-AUO97_RS14300	NZ_CP018664.1	3005809	3007101	-	1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS14305	NZ_CP018664.1	3008348	3009070	+	723	63	2	13	6	6	88	2	77	119	96	45	84	1	0	17	97	72	4
gene-AUO97_RS14310	NZ_CP018664.1	3009161	3010198	+	1038	19	1	6	1	1	29	2	18	30	13	7	28	1	0	7	26	15	0
gene-AUO97_RS14315	NZ_CP018664.1	3010221	3011423	+	1203	2	0	3	0	1	6	2	2	12	13	3	7	1	1	2	6	4	0
gene-AUO97_RS14320	NZ_CP018664.1	3011417	3013126	+	1710	7	0	3	4	1	5	6	9	21	11	4	7	4	0	6	12	7	0
gene-AUO97_RS14325	NZ_CP018664.1	3013228	3014382	+	1155	2	0	0	0	1	10	0	6	4	2	0	4	0	0	2	3	3	1
gene-AUO97_RS14330	NZ_CP018664.1	3014409	3015596	+	1188	21	2	9	4	7	19	1	19	24	11	12	16	3	0	8	16	30	0
gene-AUO97_RS14335	NZ_CP018664.1	3015633	3016448	+	816	20	6	6	2	6	20	1	25	24	13	8	12	8	0	14	19	20	1
gene-AUO97_RS14340	NZ_CP018664.1	3016677	3017303	-	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-AUO97_RS14345	NZ_CP018664.1	3017861	3018664	+	804	169	16	100	41	55	268	43	289	241	526	281	223	33	17	102	256	428	13
gene-AUO97_RS14350	NZ_CP018664.1	3018726	3022208	-	3483	3521	555	1952	1247	858	5406	1462	2822	5377	4519	4429	2338	744	614	2341	4730	5557	457
gene-AUO97_RS14355	NZ_CP018664.1	3022413	3023354	+	942	192	17	70	12	15	226	21	233	245	258	186	179	11	12	75	265	234	8
gene-AUO97_RS14360	NZ_CP018664.1	3023604	3024506	-	903	1049	91	514	226	206	1498	179	1035	1953	2455	2499	577	150	126	901	1686	2618	82
gene-AUO97_RS14365	NZ_CP018664.1	3024503	3026494	-	1992	1985	181	977	397	382	2782	366	1913	3768	5115	5097	1115	261	235	1608	3275	5225	138
gene-AUO97_RS14370	NZ_CP018664.1	3026506	3027309	-	804	991	91	465	191	211	1293	229	1097	1968	2334	2190	570	173	109	628	1597	2399	55
gene-AUO97_RS14375	NZ_CP018664.1	3027319	3028920	-	1602	1878	312	1369	572	820	2308	608	2247	3867	4155	3670	1161	437	265	1541	3235	3978	205
gene-AUO97_RS14380	NZ_CP018664.1	3028945	3030117	-	1173	1422	317	1525	566	796	1860	741	1998	3019	2475	2332	909	511	206	1512	2687	2545	192
gene-AUO97_RS14385	NZ_CP018664.1	3030262	3030879	+	618	447	610	722	420	529	612	612	513	891	681	618	338	466	307	819	790	746	230
gene-AUO97_RS14390	NZ_CP018664.1	3030990	3032684	+	1695	586	132	406	160	206	678	216	890	1362	1330	1254	381	119	83	426	1237	1452	77
gene-AUO97_RS14395	NZ_CP018664.1	3032755	3033426	+	672	190	16	99	38	53	243	50	264	337	357	408	142	33	27	136	335	404	15
gene-AUO97_RS14400	NZ_CP018664.1	3033670	3034953	+	1284	178	10	55	18	25	178	37	263	455	292	227	129	7	3	54	352	254	4
gene-AUO97_RS14405	NZ_CP018664.1	3034999	3036237	-	1239	46	10	5	8	4	43	11	51	91	77	40	38	2	1	17	82	45	2
gene-AUO97_RS14410	NZ_CP018664.1	3036349	3037254	+	906	54	2	16	6	12	59	5	54	64	72	45	52	3	1	21	65	60	5
gene-AUO97_RS14415	NZ_CP018664.1	3037256	3037546	-	291	22	0	3	4	4	30	2	23	20	21	18	25	1	1	8	30	27	2
gene-AUO97_RS19580	NZ_CP018664.1	3038515	3038658	+	144	56	43	92	39	76	66	42	8	37	57	48	43	25	20	95	36	61	9
gene-AUO97_RS14420	NZ_CP018664.1	3038928	3039356	+	429	460	45	195	68	105	687	79	688	1123	1244	851	349	48	24	237	977	1096	18
gene-AUO97_RS14425	NZ_CP018664.1	3039444	3039704	+	261	273	34	108	53	64	395	47	268	551	371	361	154	46	23	161	431	414	13
gene-AUO97_RS14430	NZ_CP018664.1	3039749	3040066	-	318	7135	2711	7039	3654	5714	15656	4477	5708	18612	5664	12496	4511	3737	2614	9090	14843	12104	1775
gene-AUO97_RS14435	NZ_CP018664.1	3040172	3040393	-	222	14265	9399	16762	9758	13949	31880	13878	8888	29944	11130	22062	9659	10083	7947	22228	24672	21384	6238
gene-AUO97_RS14440	NZ_CP018664.1	3040678	3041157	-	480	76	26	125	101	69	174	95	83	224	129	149	55	51	21	165	171	191	22
gene-AUO97_RS14445	NZ_CP018664.1	3041473	3042882	+	1410	2946	330	2192	680	944	5661	715	2944	6611	3876	3738	1980	556	306	2864	5673	4852	236
gene-AUO97_RS14450	NZ_CP018664.1	3042937	3045081	+	2145	11746	3569	13448	4035	6784	23419	4276	11961	26586	18165	20087	9369	4373	2923	18185	22167	22414	1984
gene-AUO97_RS14455	NZ_CP018664.1	3045137	3046015	-	879	2224	282	2330	665	1024	4350	657	1944	4625	3168	3550	1687	450	274	3389	4158	4363	167
gene-AUO97_RS14460	NZ_CP018664.1	3046157	3046570	-	414	117	9	56	13	22	216	16	65	223	170	204	64	12	4	102	203	237	3
gene-AUO97_RS19910	NZ_CP018664.1	3047055	3048290	+	1236	2847	2381	4544	2735	3769	6952	2653	1320	6421	1814	3839	2049	3042	1458	6334	4462	3871	933
gene-AUO97_RS14470	NZ_CP018664.1	3048351	3048587	-	237	115	11	67	57	27	159	58	112	252	175	139	99	19	23	69	210	152	17
gene-AUO97_RS14475	NZ_CP018664.1	3048870	3049481	+	612	131	6	49	13	12	147	5	155	172	164	106	93	7	4	44	146	134	3
gene-AUO97_RS14480	NZ_CP018664.1	3049552	3050163	-	612	52	4	23	16	20	97	11	38	68	50	39	78	9	3	26	60	50	2
gene-AUO97_RS14485	NZ_CP018664.1	3050320	3050775	+	456	15	2	11	9	8	22	9	29	24	35	15	17	7	1	29	25	32	3
gene-AUO97_RS14490	NZ_CP018664.1	3050833	3052449	-	1617	15	5	12	6	5	26	2	19	24	24	6	19	1	2	12	21	14	0
gene-AUO97_RS14495	NZ_CP018664.1	3052645	3056109	+	3465	31	6	6	7	9	45	6	33	29	22	20	36	7	4	11	17	18	4
gene-AUO97_RS14500	NZ_CP018664.1	3056106	3057065	+	960	36	3	14	7	6	35	6	23	35	12	12	24	0	4	8	20	16	5
gene-AUO97_RS14505	NZ_CP018664.1	3057209	3057493	+	285	402	6	127	38	38	546	60	521	736	621	443	409	16	7	152	763	660	4
gene-AUO97_RS19480	NZ_CP018664.1	3057600	3057713	-	114	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0
gene-AUO97_RS14510	NZ_CP018664.1	3057778	3058437	+	660	70	6	28	12	15	41	10	47	20	34	19	71	4	3	37	42	34	1
gene-AUO97_RS14515	NZ_CP018664.1	3058427	3059092	+	666	56	4	21	7	5	61	7	53	23	29	12	79	3	1	27	36	25	1
gene-AUO97_RS14520	NZ_CP018664.1	3059095	3059826	+	732	79	7	15	4	12	86	6	45	25	28	10	79	5	1	21	41	27	0
gene-AUO97_RS14525	NZ_CP018664.1	3059857	3060717	+	861	123	17	46	7	23	189	12	99	108	58	44	124	26	4	53	109	53	8
gene-AUO97_RS14530	NZ_CP018664.1	3060800	3061666	+	867	165	23	69	14	52	207	34	140	154	72	46	154	36	11	75	136	99	10
gene-AUO97_RS19485	NZ_CP018664.1	3061717	3061836	-	120	38	7	14	1	7	50	6	55	33	23	17	42	7	6	21	34	35	2
gene-AUO97_RS14535	NZ_CP018664.1	3061913	3062848	-	936	61	5	13	5	8	42	7	52	48	38	29	48	4	7	21	44	36	5
gene-AUO97_RS14540	NZ_CP018664.1	3062940	3063578	+	639	6	1	0	0	0	11	0	8	10	5	5	4	0	0	6	4	9	0
gene-AUO97_RS14545	NZ_CP018664.1	3064184	3066145	-	1962	70	22	34	17	37	109	19	112	107	48	31	108	31	15	44	74	54	8
gene-AUO97_RS14550	NZ_CP018664.1	3066120	3067052	-	933	45	6	18	11	17	58	4	67	44	30	23	72	9	8	19	42	39	3
gene-AUO97_RS14555	NZ_CP018664.1	3067293	3068234	-	942	20	0	12	4	15	19	9	24	11	16	10	24	4	2	6	14	13	1
gene-AUO97_RS14560	NZ_CP018664.1	3068253	3068762	-	510	15	0	14	8	3	19	3	17	13	14	6	13	5	0	15	8	9	0
gene-AUO97_RS14565	NZ_CP018664.1	3069001	3069738	-	738	11	6	2	3	4	13	15	10	21	20	13	17	1	1	14	19	17	3
gene-AUO97_RS14570	NZ_CP018664.1	3069864	3070784	+	921	99	12	32	7	21	117	23	101	103	99	73	82	18	11	55	110	99	6
gene-AUO97_RS14575	NZ_CP018664.1	3070822	3071682	-	861	743	91	447	126	207	1064	122	810	1228	1078	793	639	169	88	622	1041	1091	48
gene-AUO97_RS14580	NZ_CP018664.1	3071716	3072342	-	627	254	17	158	38	75	439	43	297	479	447	346	221	45	21	219	432	473	11
gene-AUO97_RS14585	NZ_CP018664.1	3072462	3073367	-	906	41	4	11	5	7	47	9	55	63	50	35	40	5	1	17	62	41	5
gene-AUO97_RS14590	NZ_CP018664.1	3073478	3073909	+	432	20	2	3	1	2	15	4	8	11	7	2	7	2	2	9	15	7	2
gene-AUO97_RS14595	NZ_CP018664.1	3073923	3074612	+	690	31	7	9	2	5	26	6	17	23	11	7	9	1	3	9	17	16	3
gene-AUO97_RS14600	NZ_CP018664.1	3074620	3076110	-	1491	43	8	20	10	11	41	19	57	75	52	41	45	16	8	30	58	51	4
gene-AUO97_RS14605	NZ_CP018664.1	3076226	3076861	+	636	25	1	7	1	5	13	1	27	29	25	16	14	1	0	8	30	42	1
gene-AUO97_RS14610	NZ_CP018664.1	3076904	3077497	+	594	29	9	19	1	11	30	1	40	50	51	41	33	4	3	24	53	36	2
gene-AUO97_RS14615	NZ_CP018664.1	3077506	3078693	-	1188	67	7	17	3	2	74	10	67	92	58	27	72	6	4	15	74	62	2
gene-AUO97_RS14620	NZ_CP018664.1	3078703	3079377	-	675	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene-AUO97_RS14625	NZ_CP018664.1	3079563	3080477	+	915	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
gene-AUO97_RS14630	NZ_CP018664.1	3080587	3082266	+	1680	25	17	14	4	7	34	4	26	28	43	23	33	7	2	12	36	20	2
gene-AUO97_RS14635	NZ_CP018664.1	3082266	3083150	+	885	10	2	6	2	1	10	1	14	8	8	7	8	1	0	8	8	3	1
gene-AUO97_RS14640	NZ_CP018664.1	3083153	3083452	+	300	2	0	1	0	2	1	0	4	3	4	2	0	0	0	0	6	1	0
gene-AUO97_RS14645	NZ_CP018664.1	3083445	3084296	+	852	9	1	5	3	2	17	0	10	14	18	7	6	5	1	3	19	11	0
gene-AUO97_RS14650	NZ_CP018664.1	3084293	3085120	+	828	17	1	18	8	1	21	8	17	21	24	17	30	9	1	11	34	17	1
gene-AUO97_RS14655	NZ_CP018664.1	3085111	3085719	+	609	28	1	17	5	1	32	13	20	31	27	20	20	4	0	11	26	21	2
gene-AUO97_RS14660	NZ_CP018664.1	3085732	3086670	+	939	23	2	11	3	1	24	6	38	35	22	22	18	4	1	7	34	34	1
gene-AUO97_RS14665	NZ_CP018664.1	3086719	3087135	+	417	34	7	8	4	9	34	6	45	52	27	34	30	5	1	15	55	36	0
gene-AUO97_RS14670	NZ_CP018664.1	3087128	3087892	+	765	56	4	18	10	17	72	10	77	87	80	42	63	9	3	33	66	59	1
gene-AUO97_RS14675	NZ_CP018664.1	3087942	3088859	-	918	90	2	34	16	11	118	24	111	127	84	69	98	10	5	46	130	78	5
gene-AUO97_RS14680	NZ_CP018664.1	3088957	3090375	-	1419	188	20	67	23	48	307	25	225	236	197	132	185	16	8	100	255	141	3
gene-AUO97_RS19495	NZ_CP018664.1	3090474	3090608	-	135	180	41	101	57	70	280	29	184	285	252	215	135	45	19	157	263	258	22
gene-AUO97_RS14685	NZ_CP018664.1	3090622	3091626	-	1005	1004	286	697	273	473	1652	292	1063	1613	1517	1304	801	306	160	995	1432	1759	142
gene-AUO97_RS14690	NZ_CP018664.1	3091619	3093064	-	1446	1400	353	1011	392	683	2403	438	1527	2584	2282	1810	1148	427	207	1336	2183	2410	134
gene-AUO97_RS14700	NZ_CP018664.1	3093718	3094536	+	819	651	40	143	53	82	797	48	762	821	499	328	765	65	21	211	675	511	27
gene-AUO97_RS14705	NZ_CP018664.1	3094655	3095950	+	1296	245	28	71	42	50	332	31	278	294	192	127	256	37	12	126	247	183	8
gene-AUO97_RS14710	NZ_CP018664.1	3096127	3097518	+	1392	44	6	13	4	9	54	9	33	37	24	16	36	6	2	15	47	22	1
gene-AUO97_RS14715	NZ_CP018664.1	3097714	3099180	+	1467	10	4	12	2	2	15	6	22	14	14	14	11	1	2	7	10	15	3
gene-AUO97_RS14720	NZ_CP018664.1	3099242	3100426	-	1185	41	1	14	3	8	67	4	61	35	19	19	43	4	1	20	58	41	0
