Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-SERP0639	715	1002	675	1328	1662	927	1679	1559	1655	693	1846	2009	host	gene-SERP0639
gene-SERP2280	139	419	390	186	380	384	429	565	296	151	315	333	host	gene-SERP2280
gene-FDH45_gp019	0	0	0	17	76	71	443	119	93	1513	1606	1776	phage	gene-FDH45_gp019
gene-SERP0882	320	376	272	759	384	296	699	553	391	213	309	307	host	gene-SERP0882
gene-SERP1239	4299	9866	10183	12936	13059	9597	9422	15506	13028	4576	11833	12210	host	tig
gene-FDH45_gp006	0	0	0	1	43	2	592	34	89	1789	735	998	phage	gene-FDH45_gp006
gene-SERP1070	3574	6871	6315	3059	3241	4627	2875	4574	1809	1802	2237	1953	host	malA
gene-SERP1032	93	88	29	254	119	74	356	69	110	126	170	197	host	gene-SERP1032
gene-SERP1822	303	446	419	355	713	350	1006	979	691	750	2502	1876	host	rpsQ
gene-SERP2263	408	301	329	735	491	285	716	592	466	459	593	470	host	gene-SERP2263
gene-SERP0019	32	23	13	15	17	18	18	18	14	13	12	10	host	gene-SERP0019
gene-SERP1476	94	44	15	161	37	53	208	31	60	68	67	90	host	gene-SERP1476
gene-SERP0229	33	140	106	287	198	99	161	313	205	114	216	204	host	gene-SERP0229
gene-SERP0304	269	644	610	520	583	556	463	775	563	279	507	562	host	gene-SERP0304
gene-SERP1383	14	49	41	121	387	51	106	319	309	86	1078	522	host	gene-SERP1383
gene-SERP0398	938	2147	1301	1226	4063	1923	3596	3722	3986	1476	3833	4015	host	nrdF-1
gene-SERP1770	1994	2882	2231	2679	2061	2803	912	2322	1569	535	1451	1222	host	gene-SERP1770
gene-SERP2081	67	117	65	373	290	133	261	373	300	200	457	520	host	gene-SERP2081
gene-SERP2505	5	2	5	13	11	13	5	12	13	4	5	7	host	gene-SERP2505
gene-SERP0895	581	372	285	433	212	404	177	130	66	280	295	212	host	gene-SERP0895
gene-SERP0970	5550	4380	4976	4274	3056	4422	2772	3893	2175	1146	1514	1558	host	lysA
gene-SERP2126	392	779	600	857	416	608	309	516	246	281	322	373	host	feoB
gene-SERP1948	864	748	582	1681	1140	719	1000	1005	979	461	718	779	host	tcaA
gene-SERP1321	360	342	304	473	471	261	430	567	418	166	436	486	host	gene-SERP1321
gene-SERP0659	438	388	367	350	761	240	1240	1040	676	898	2356	2544	host	purD
gene-SERP1304	750	673	430	968	417	695	546	667	395	174	294	265	host	gene-SERP1304
gene-SERP0891	12	57	22	110	136	54	82	130	179	52	324	258	host	gene-SERP0891
gene-FDH45_gp147	0	1	1	201741	192565	81069	501408	278994	406918	297509	370702	364366	phage	gene-FDH45_gp147
gene-SERP1971	77	41	9	100	11	35	58	7	15	16	21	21	host	gene-SERP1971
gene-SERP2322	1	0	3	17	2	0	10	6	5	8	13	14	host	gene-SERP2322
gene-SERP1535	184	3334	2869	297	1254	2445	145	1535	724	83	586	376	host	gene-SERP1535
gene-SERP2135	0	1	3	3	7	4	3	9	6	4	14	8	host	gene-SERP2135
gene-SERP2147	41	102	70	121	180	115	130	195	194	92	208	234	host	gene-SERP2147
gene-FDH45_gp183	0	0	0	95	3698	2	29907	2829	6102	30040	15156	23329	phage	gene-FDH45_gp183
gene-SERP1156	113	334	301	614	489	436	261	643	421	107	248	305	host	gene-SERP1156
gene-SERP0003	266	841	1141	1747	2168	905	1767	2786	2294	1258	3300	3293	host	trmE
gene-SERP1007	476	723	522	2311	1020	869	1487	1433	1166	577	830	946	host	gene-SERP1007
gene-FDH45_gp009	0	0	0	17	127	40	329	151	182	1464	700	680	phage	gene-FDH45_gp009
gene-SERP0972	1145	13421	13934	3321	19622	13506	1932	12304	5958	1187	6589	2529	host	gene-SERP0972
gene-SERP0668	625	618	533	1561	560	536	611	786	676	274	421	575	host	gene-SERP0668
gene-FDH45_gp118	0	1	0	0	964	0	26509	878	1553	29659	17791	29609	phage	gene-FDH45_gp118
gene-SERP2510	779	2632	2121	3638	3750	3112	1682	5051	3527	748	2609	2683	host	ermA-3
gene-SERP0225	0	2	0	2	12	4	4	9	12	5	12	14	host	gene-SERP0225
gene-SERP0454	24	12	9	70	20	13	33	21	22	27	30	28	host	gene-SERP0454
gene-SERP_tRNA-Gly-4	66	204	304	55	674	210	189	567	391	101	807	280	host	gene-SERP_tRNA-Gly-4
gene-SERP0457	132	11	21	602	14	27	92	15	8	51	18	5	host	gene-SERP0457
gene-SERP1250	2738	9653	7452	2526	4670	10119	544	4881	1938	177	778	561	host	gapA-2
gene-SERP1743	7239	8476	6957	6514	4555	7846	6882	4597	3281	3378	3715	3347	host	deoB
gene-SERP2040	33	100	73	117	71	81	54	87	58	12	56	45	host	gene-SERP2040
gene-SERP1738	1406	3171	2873	1479	2141	2360	1386	2354	1843	718	1379	1518	host	gene-SERP1738
gene-SERP1857	513	692	476	973	527	680	428	632	342	122	252	201	host	moaB
gene-SERP0146	2378	4261	3722	6134	5160	7143	2631	6908	4419	1584	3632	3353	host	gene-SERP0146
gene-FDH45_gp174	0	0	0	0	899	1	10223	1018	1393	25290	15256	24644	phage	gene-FDH45_gp174
gene-SERP0490	3507	1579	1715	2359	775	1193	1057	1272	696	369	377	600	host	gene-SERP0490
gene-SERP0661	240	393	365	350	297	284	327	365	214	189	305	250	host	gene-SERP0661
gene-SERP1661	253	653	609	424	654	454	780	841	651	435	738	890	host	gene-SERP1661
gene-SERP1399	612	987	967	2427	890	1110	1185	992	1037	425	560	803	host	gene-SERP1399
gene-SERP_tRNA-Leu-3	75	228	346	63	787	236	280	713	464	135	941	333	host	gene-SERP_tRNA-Leu-3
gene-SERP1450	1146	1691	1708	3165	1422	1892	1687	2089	1518	726	1060	1152	host	gene-SERP1450
gene-SERP1568	0	0	2	2	0	0	4	3	4	3	2	2	host	gene-SERP1568
gene-SERP2482	298	141	93	413	101	134	184	135	75	60	53	69	host	gene-SERP2482
gene-SERP1752	168	418	364	653	400	503	311	526	440	160	360	406	host	manA-1
gene-SERP2350	41	60	35	114	111	44	120	62	103	83	233	202	host	gene-SERP2350
gene-SERP0541	454	1466	1035	2293	2823	1906	1451	3824	2592	938	3200	2223	host	gene-SERP0541
gene-SERP0994	387	247	251	403	226	219	167	241	217	61	179	169	host	gene-SERP0994
gene-SERP1241	59	327	332	424	424	389	204	664	547	135	411	468	host	gene-SERP1241
gene-SERP2466	2	7	2	8	10	8	3	7	9	2	12	11	host	gene-SERP2466
gene-SERP0423	368	667	632	588	573	641	391	644	462	176	318	398	host	gene-SERP0423
gene-SERP2275	350	651	632	405	410	532	280	460	230	234	489	502	host	gene-SERP2275
gene-SERP_tRNA-Gln-1	42	164	135	58	595	126	381	500	338	192	1592	792	host	gene-SERP_tRNA-Gln-1
gene-SERP1000	2581	3288	3485	4465	2512	2632	2833	4059	2234	947	1344	1702	host	msrA-2
gene-FDH45_gp140	0	2	0	597	16224	55	88590	14790	24478	119538	72673	107451	phage	gene-FDH45_gp140
gene-SERP0284	23399	1703	1839	19377	1275	1445	8670	1525	1015	2356	727	1157	host	gene-SERP0284
gene-SERP0941	15	17	25	21	19	5	15	13	16	1	19	9	host	trpF
gene-SERP0124	3615	1265	1169	2374	762	1507	1451	855	608	676	562	663	host	gene-SERP0124
gene-SERP_tRNA-Gly-2	449	4991	2085	2558	10204	3734	2046	7744	4454	1213	7169	3674	host	gene-SERP_tRNA-Gly-2
gene-SERP1614	285	1748	2063	321	953	2053	134	1294	759	30	337	267	host	gene-SERP1614
gene-FDH45_gp195	0	0	0	9	61	8	751	34	89	1040	270	351	phage	gene-FDH45_gp195
gene-SERP1630	45	121	161	49	129	198	17	92	57	14	56	24	host	gene-SERP1630
gene-SERP0804	59	991	1326	640	5042	1973	711	3134	2055	388	2408	1422	host	rpsP
gene-SERP1219	304	1648	1066	2117	2005	2175	770	3176	2255	310	1884	1652	host	gene-SERP1219
gene-SERP1545	4	15	9	26	7	11	7	6	12	13	25	24	host	gene-SERP1545
gene-SERP1548	12	28	9	25	42	33	8	29	35	10	30	31	host	gene-SERP1548
gene-SERP2172	5573	6287	5686	9582	6215	4858	7006	8700	5249	2082	2991	2989	host	gene-SERP2172
gene-SERP1585	175	67	50	406	98	83	145	39	72	69	85	64	host	aacA
gene-SERP1833	2	40	39	113	322	45	103	477	370	107	992	713	host	gene-SERP1833
gene-SERP2148	305	682	529	805	757	500	781	978	759	292	565	690	host	gene-SERP2148
gene-SERP0948	33	193	142	301	248	223	43	202	139	25	80	51	host	gene-SERP0948
gene-SERP1940	116	412	377	454	546	384	182	609	362	82	248	158	host	gene-SERP1940
gene-SERP1772	3780	8571	7246	3946	11800	9299	741	5392	2859	171	738	256	host	gene-SERP1772
gene-SERP0852	43298	30941	23663	63382	28837	33067	28389	39248	19062	12587	13389	14616	host	recA
gene-SERP0679	68	139	99	613	379	228	280	282	410	172	547	374	host	gene-SERP0679
gene-SERP0975	4274	4066	2498	5373	2587	4060	1977	2960	1599	617	1015	1020	host	gene-SERP0975
gene-SERP1552	1	2	0	6	3	5	7	1	2	6	5	3	host	gene-SERP1552
gene-FDH45_gp081	0	0	0	22	4533	2	32812	5548	8087	70059	43437	85536	phage	gene-FDH45_gp081
gene-SERP1636	520	1051	2002	332	958	2003	192	836	668	90	384	274	host	gene-SERP1636
gene-SERP0581	9871	8613	7325	21333	7994	8719	12401	9548	7055	4887	6013	6992	host	gene-SERP0581
gene-SERP1117	3522	5162	4147	5094	4217	4662	2128	5405	3270	1047	2417	2716	host	pbp3
gene-SERP1681	714	2062	1822	2444	1931	2479	835	3143	1855	505	1357	1162	host	gene-SERP1681
gene-SERP0738	125344	21048	58297	166537	13143	48053	82174	17786	24641	31606	5011	10231	host	gene-SERP0738
gene-SERP2430	998	542	450	1218	697	490	2362	806	816	866	629	947	host	arsB
gene-SERP1582	5458	12645	10793	11410	9076	14960	4493	12033	6955	1702	3995	3966	host	thyA-2
gene-SERP2192	179	349	206	3004	691	593	1025	774	799	245	270	451	host	cysH
gene-SERP1252	1306	1881	2557	1992	1187	2138	1017	1622	1062	288	503	643	host	coaE
gene-FDH45_gp066	0	0	0	0	198	0	1962	199	289	12347	5932	6884	phage	gene-FDH45_gp066
gene-SERP0484	432	751	619	725	622	944	291	464	374	95	213	176	host	gene-SERP0484
gene-SERP0071	108	49	45	114	44	64	151	47	61	28	54	74	host	gene-SERP0071
gene-FDH45_gp036	1	0	0	2	739	3	11822	491	1495	14244	4408	8838	phage	gene-FDH45_gp036
gene-SERP0693	963	4881	4714	2758	4951	4528	2136	5196	3552	872	2579	1931	host	gene-SERP0693
gene-SERP1708	227	806	667	241	732	507	660	1063	503	500	1996	1325	host	atpC
gene-SERP0896	34	164	94	248	158	161	98	195	152	32	128	108	host	gene-SERP0896
gene-SERP1889	75	301	259	433	488	273	335	690	405	199	511	499	host	gene-SERP1889
gene-FDH45_gp133	0	0	0	25	1400	0	7107	1423	2043	6241	3919	3556	phage	gene-FDH45_gp133
gene-SERP0315	413	2479	1161	1590	3056	1763	1979	2919	2696	1253	2335	2353	host	gene-SERP0315
gene-SERP0438	21115	6374	9588	16990	4573	7011	7378	6879	4381	2407	2490	3073	host	gene-SERP0438
gene-SERP2008	252	66	80	277	175	107	231	123	138	137	201	238	host	gene-SERP2008
gene-SERP0700	682	901	1016	1789	961	1146	972	1039	830	495	715	602	host	gene-SERP0700
gene-SERP1827	223	432	476	244	1061	362	1250	1606	927	813	2873	2287	host	rpsS
gene-SERP_tRNA-Met-3	75	333	259	98	1032	203	449	1169	640	225	2041	1051	host	gene-SERP_tRNA-Met-3
gene-SERP2207	181	343	320	465	305	457	201	340	325	98	149	190	host	gene-SERP2207
gene-SERP0366	34	191	120	136	262	144	233	343	388	143	477	737	host	gene-SERP0366
gene-SERP2508	1786	755	702	1948	605	705	1399	962	533	592	470	606	host	tnpC-3
gene-FDH45_gp171	0	0	0	152	2035	24	10655	2776	4573	10803	8519	11843	phage	gene-FDH45_gp171
gene-SERP1369	1484	1864	1737	2971	1521	3134	1510	961	1319	558	803	839	host	gene-SERP1369
gene-SERP0558	437	406	245	814	494	474	657	380	385	293	425	381	host	gene-SERP0558
gene-SERP2549	3972	7141	6339	5586	5279	5344	5143	7932	4059	2054	3650	3609	host	gyrB
gene-SERP1089	59	95	94	137	168	113	109	167	86	41	96	77	host	argD
gene-FDH45_gp104	0	0	0	36	668	0	19802	217	803	19105	3956	6222	phage	gene-FDH45_gp104
gene-SERP0218	631	348	290	500	219	340	259	230	226	143	250	332	host	gene-SERP0218
gene-SERP1281	630	1982	1549	2471	1843	1977	1088	1775	1898	632	1477	1430	host	gene-SERP1281
gene-FDH45_gp049	0	0	0	129	2462	10	21777	4179	5608	20595	9342	17836	phage	gene-FDH45_gp049
gene-SERP1935	203	812	508	811	889	583	541	890	559	207	491	378	host	gltS
gene-SERP0683	28954	30996	31768	23900	17403	20580	14896	23223	8389	6244	9720	7647	host	pdhD
gene-SERP1615	3	0	6	8	1	1	2	10	3	1	1	6	host	gene-SERP1615
gene-SERP0283	6853	457	365	5127	315	473	2367	285	275	616	186	363	host	gene-SERP0283
gene-SERP0353	106	525	354	537	1502	343	593	1707	1309	248	1786	1780	host	norA
gene-SERP2358	11	49	34	60	56	31	52	52	62	22	57	54	host	gene-SERP2358
gene-SERP0916	75	103	89	637	336	171	420	203	304	236	409	370	host	gene-SERP0916
gene-SERP1197	0	0	0	3	1	1	1	7	1	1	0	2	host	gene-SERP1197
gene-SERP2326	7273	14391	15244	6285	6578	9169	2130	9710	2316	668	1201	635	host	gene-SERP2326
gene-SERP1706	6465	1953	2129	6989	2033	1883	3933	2911	2033	1517	1326	1921	host	murAA
gene-SERP0868	2041	2390	1948	3706	2966	3015	1853	3995	2645	579	853	780	host	glpD
gene-SERP1987	265	95	119	263	95	98	144	102	62	36	82	74	host	narG
gene-SERP1301	649	1473	1381	1893	2941	1391	1846	3842	2968	947	3511	3374	host	gene-SERP1301
gene-SERP2129	6571	4504	7081	5852	3308	4039	2517	3964	3026	715	848	1259	host	gene-SERP2129
gene-SERP2477	301	148	160	448	191	159	823	272	262	358	278	492	host	gene-SERP2477
gene-SERP1459	548	336	211	770	308	377	833	255	374	418	363	440	host	blaI-1
gene-SERP0834	143	175	162	611	300	145	482	443	356	189	298	296	host	gene-SERP0834
gene-SERP1595	78	303	399	239	316	468	74	419	339	42	254	185	host	gene-SERP1595
gene-SERP1287	76	287	264	491	421	231	179	556	554	45	187	198	host	gene-SERP1287
gene-SERP0376	19	52	7	134	32	41	55	25	27	21	42	44	host	gene-SERP0376
gene-SERP1914	487	407	465	523	553	357	419	730	429	190	448	460	host	gene-SERP1914
gene-SERP2163	16	19	14	41	28	31	34	23	28	10	21	27	host	gene-SERP2163
gene-SERP1812	1170	2627	2150	1569	2108	2213	1539	3206	1415	876	2758	1961	host	rplO
gene-SERP0999	2635	2777	2166	4150	1848	2087	2830	2555	1831	978	1173	1430	host	msrB
gene-SERP2191	380	428	457	3425	772	503	2328	1076	1088	547	336	687	host	cysJ
gene-SERP1505	3	5	14	9	9	11	5	21	9	1	43	28	host	gene-SERP1505
gene-SERP1656	98	170	89	338	127	250	191	86	124	81	121	173	host	gene-SERP1656
gene-SERP1991	0	4	0	14	3	6	8	0	6	4	6	5	host	gene-SERP1991
gene-SERP2265	126	368	290	245	306	246	277	360	197	195	306	292	host	gene-SERP2265
gene-SERP1010	174	746	538	917	1621	669	870	1356	1056	700	1681	1015	host	gene-SERP1010
gene-SERP0506	0	0	0	2	1	3	0	0	0	2	2	0	host	gene-SERP0506
gene-SERP1242	53	385	403	852	1346	303	1514	1476	1137	1383	3621	2424	host	rplT
gene-SERP0797	600	899	682	739	711	561	969	1139	596	467	878	877	host	fabG
gene-SERP1662	143	291	211	411	291	181	470	409	382	276	350	514	host	gene-SERP1662
gene-SERP1400	271	295	148	1306	291	520	467	169	287	160	178	266	host	bcp
gene-SERP2313	1	10	4	9	22	9	8	10	7	6	22	9	host	gene-SERP2313
gene-SERP2531	3339	2844	2549	2610	2141	1893	3009	2850	1275	1505	1642	1486	host	yycI
gene-FDH45_gp101	0	0	0	2	2773	0	25454	2933	3190	81318	84306	69185	phage	gene-FDH45_gp101
gene-SERP1389	2403	2420	2535	6297	2472	2416	2298	3423	2820	690	1112	1238	host	gene-SERP1389
gene-SERP0720	956	1433	1117	1233	1019	1342	785	1226	903	398	694	778	host	gene-SERP0720
gene-SERP0170	2474	1189	1009	2326	1060	1006	1345	1529	937	376	502	514	host	cysS
gene-SERP1373	892	897	770	1955	997	1455	906	1067	1060	372	582	700	host	gene-SERP1373
gene-SERP0552	234	775	644	1557	1936	844	970	2082	1858	562	1875	1923	host	spsA
gene-SERP1133	1321	2252	2027	1454	1252	1956	1352	1259	812	546	729	887	host	gene-SERP1133
gene-SERP0513	72	462	434	341	554	446	173	557	337	63	309	178	host	gene-SERP0513
gene-SERP2412	85745	29703	30924	106638	22170	33284	53063	31108	24443	13363	6642	9878	host	mqo-4
gene-SERP2424	1092	175	133	1334	270	104	1363	369	250	651	418	498	host	gene-SERP2424
gene-SERP0577	9046	3925	1259	9154	2161	4968	6471	1814	2730	2218	1864	1542	host	gene-SERP0577
gene-SERP2296	225	384	252	350	363	332	252	259	339	117	261	250	host	icaC
gene-SERP1790	20206	6538	5154	19460	5209	3971	9845	7099	3469	4123	3667	3966	host	lacE
gene-SERP1512	5	18	26	16	32	38	8	29	22	9	41	41	host	gene-SERP1512
gene-SERP1474	114	41	9	159	37	46	182	14	20	86	48	64	host	gene-SERP1474
gene-SERP0617	453	2092	3507	866	5110	2455	816	2917	2903	354	2147	950	host	gene-SERP0617
gene-FDH45_gp178	0	0	0	3	66	1	2123	50	116	3376	541	1156	phage	gene-FDH45_gp178
gene-SERP2403	5	6	3	28	6	7	23	3	9	15	6	6	host	gene-SERP2403
gene-SERP1116	934	1002	750	771	1009	897	488	926	686	281	735	508	host	rpmG-3
gene-SERP1693	408	697	448	643	407	592	379	538	465	230	414	377	host	gene-SERP1693
gene-SERP0451	8146	2400	3030	5350	1672	2075	4342	2362	1456	2278	1551	2021	host	smpB
gene-SERP2401	1	76	62	106	137	68	40	183	118	34	112	121	host	gene-SERP2401
gene-FDH45_gp020	0	0	0	60	3360	8	19035	3666	5669	26810	17129	20203	phage	gene-FDH45_gp020
gene-SERP1879	143	69	68	303	103	96	203	80	123	71	138	221	host	gene-SERP1879
gene-SERP1299	36176	36794	32622	38884	23059	39184	15488	26935	25750	4120	7190	8606	host	gene-SERP1299
gene-SERP1676	311	241	169	663	364	216	613	445	431	269	415	636	host	gene-SERP1676
gene-SERP0520	116	418	260	226	1872	306	966	2190	1795	707	3425	2639	host	dltC
gene-SERP_SetmRNA1	70139	337553	565303	41590	182262	357100	30180	282707	137652	20643	169354	84077	host	gene-SERP_SetmRNA1
gene-SERP1095	476	951	1159	1572	1327	1435	608	1149	1007	248	655	577	host	gene-SERP1095
gene-SERP0995	102	36	31	61	17	28	24	26	24	14	12	23	host	gene-SERP0995
gene-SERP1102	652	1174	912	1478	882	834	743	1023	659	343	523	645	host	gcvT
gene-SERP1463	958	207	116	633	259	280	780	166	218	330	204	249	host	gene-SERP1463
gene-SERP2089	557	1055	999	1088	653	1003	623	895	680	260	467	567	host	srtA
gene-SERP1808	972	1039	771	1858	1209	939	1579	1567	1256	866	1805	1709	host	rpmJ
gene-SERP2152	420	492	589	958	765	454	691	1059	769	327	665	861	host	panB
gene-SERP2010	103	156	80	402	217	159	189	128	160	77	211	221	host	gene-SERP2010
gene-SERP2212	2128	1570	1771	2198	1000	1344	964	1391	824	273	382	425	host	gene-SERP2212
gene-SERP1272	1409	3380	4189	2059	3029	3632	1345	3840	1749	554	2048	1232	host	ald
gene-SERP1152	89	392	297	837	1040	416	447	1357	1086	310	1200	1184	host	gene-SERP1152
gene-SERP2049	169	120	157	673	252	220	425	462	276	185	199	237	host	gene-SERP2049
gene-SERP1839	19743	4136	5179	12477	2628	4113	6005	2834	1681	2062	1316	1211	host	gdh
gene-SERP0004	1170	1515	1700	1273	1792	1208	2529	2203	1759	1668	3238	3239	host	gidA
gene-SERP0803	2599	3470	3427	5303	3989	3534	3514	5095	3297	1333	3099	3102	host	ffh
gene-SERP0516	1531	1534	1204	1962	1572	1163	1654	2551	1382	742	1069	1129	host	gene-SERP0516
gene-SERP_tRNA-Asn-3	9	281	294	11	310	94	6	205	64	10	319	80	host	gene-SERP_tRNA-Asn-3
gene-SERP1789	25089	7795	5985	22027	4926	4438	12282	6623	2596	4832	3660	3535	host	lacG
gene-SERP1795	3027	3870	2801	3906	3785	6852	845	5366	2281	716	1015	1168	host	lacA
gene-FDH45_gp129	0	0	0	483	2050	27	31747	3293	7652	36412	16602	16637	phage	gene-FDH45_gp129
gene-SERP0273	17246	7724	8190	14257	3853	8456	4738	4165	4347	1090	720	1121	host	gene-SERP0273
gene-SERP1927	182	529	368	520	406	474	192	516	310	101	202	197	host	gene-SERP1927
gene-SERP1360	4	23	12	51	33	24	21	23	13	15	34	37	host	gene-SERP1360
gene-SERP2354	167	68	53	134	109	52	119	105	70	58	116	98	host	gene-SERP2354
gene-FDH45_gp082	0	0	0	8	1827	2	18751	2036	3445	47372	23872	47201	phage	gene-FDH45_gp082
gene-SERP0270	23685	133515	127119	28307	88195	114605	11074	96155	51237	5411	30080	19120	host	gene-SERP0270
gene-SERP0957	29	44	29	31	61	31	64	106	52	31	73	40	host	gene-SERP0957
gene-SERP1569	0	0	2	0	4	6	6	2	7	4	9	4	host	gene-SERP1569
gene-SERP0113	3	47	35	93	137	83	54	196	114	36	160	113	host	gene-SERP0113
gene-SERP2441	4074	2295	2026	3828	1419	2436	1324	1757	766	1124	1006	1022	host	gene-SERP2441
gene-SERP2107	32	49	41	123	102	55	67	139	82	31	125	142	host	capB
gene-SERP0216	73137	58438	79745	59450	26509	62410	20984	35991	24449	5294	5645	9203	host	gene-SERP0216
gene-SERP1121	284	185	192	1029	241	357	505	252	291	191	204	267	host	gene-SERP1121
gene-SERP0879	480	153	112	424	215	133	295	249	200	179	168	244	host	gene-SERP0879
gene-SERP1998	8	67	57	88	120	80	36	122	116	9	84	83	host	gene-SERP1998
gene-SERP1212	410	743	580	682	581	500	570	889	514	241	436	421	host	gene-SERP1212
gene-SERP2083	1037	275	271	1442	335	315	761	496	423	211	217	302	host	gene-SERP2083
gene-SERP1786	8178	2893	3261	9116	2108	2886	4064	2812	2926	1148	705	1236	host	gene-SERP1786
gene-SERP1375	219	44	27	626	60	104	221	27	65	81	33	50	host	gene-SERP1375
gene-SERP0532	1246	637	568	931	420	425	685	646	260	294	509	342	host	mnhG
gene-SERP0968	1295	627	570	813	383	470	458	496	342	100	105	245	host	gene-SERP0968
gene-SERP1875	133	185	123	181	132	103	177	191	120	137	211	235	host	ureD
gene-SERP0971	486	9088	4050	1283	4456	8138	515	7389	2727	272	2458	845	host	gene-SERP0971
gene-SERP_tRNA-Val-1	77	1453	725	191	2011	637	248	2021	1100	168	1477	798	host	gene-SERP_tRNA-Val-1
gene-SERP0062	10529	4000	6308	10314	3041	4710	3923	4126	3023	1119	999	1223	host	gene-SERP0062
gene-SERP_SernpB1	12452	50171	72894	13178	34066	49997	11334	50755	32364	7482	31656	20708	host	gene-SERP_SernpB1
gene-SERP1186	902	584	541	3475	2229	855	3555	3017	2342	1802	2668	2737	host	gene-SERP1186
gene-SERP1402	1605	1181	1095	4560	1663	1869	3034	1457	1630	1455	1651	2054	host	gene-SERP1402
gene-SERP1975	5	5	0	11	12	4	15	10	10	13	34	20	host	gene-SERP1975
gene-SERP2072	55	301	117	57	220	94	94	250	87	46	184	124	host	thiS
gene-SERP2285	92	13	16	98	45	34	57	50	44	15	35	38	host	gene-SERP2285
gene-SERP2074	166	985	553	191	732	454	247	1182	334	151	669	368	host	gene-SERP2074
gene-SERP0078	26	78	107	127	147	81	114	172	129	59	114	147	host	pfoR
gene-SERP1259	9989	18660	14677	20323	13809	15409	5867	16100	8143	1981	5235	3823	host	gene-SERP1259
gene-SERP2319	8	22	6	98	24	26	28	22	15	17	21	28	host	gene-SERP2319
gene-SERP2101	33	42	24	113	25	42	36	37	17	61	73	106	host	gene-SERP2101
gene-SERP1431	2689	5000	4105	8397	4729	5615	5313	4410	5264	2165	2644	2595	host	gene-SERP1431
gene-SERP2464	9	1	2	24	10	8	8	9	7	2	15	8	host	gene-SERP2464
gene-SERP0739	71529	12538	36994	88633	8145	27024	45253	10344	14317	15941	3051	5521	host	gene-SERP0739
gene-SERP0873	179	212	120	709	405	182	587	578	421	334	626	615	host	gene-SERP0873
gene-SERP0402	512	479	240	743	379	291	1888	381	439	908	566	953	host	gene-SERP0402
gene-SERP0430	379	737	678	832	1057	617	893	1630	976	415	1058	960	host	gene-SERP0430
gene-SERP1344	4556	2017	1882	4744	1860	1635	3956	2640	1492	1653	1535	1781	host	spc-2
gene-SERP0148	186	342	251	1218	639	474	522	723	669	261	623	579	host	gene-SERP0148
gene-SERP1873	76	83	47	135	82	65	140	117	77	108	139	138	host	ureF
gene-SERP1155	98	123	54	452	152	163	183	147	131	100	181	202	host	gene-SERP1155
gene-SERP1555	1	2	8	9	8	9	9	8	12	7	13	9	host	gene-SERP1555
gene-SERP0919	330	146	69	520	286	135	711	169	386	388	585	588	host	mscL
gene-SERP1969	23	66	59	48	70	47	28	64	83	20	47	46	host	gene-SERP1969
gene-SERP2295	366	947	820	498	957	981	425	933	916	202	784	745	host	icaB
gene-SERP1668	73	50	65	65	42	42	207	45	54	54	30	33	host	ilvC
gene-SERP1783	265901	89117	90947	207058	38300	104723	67792	56071	39994	15015	11291	15636	host	gene-SERP1783
gene-FDH45_gp083	0	1	0	2	1823	0	19601	1840	2939	56894	28072	50243	phage	gene-FDH45_gp083
gene-SERP0734	110	333	244	684	517	325	541	607	479	217	419	404	host	gene-SERP0734
gene-SERP0574	3592	1398	1668	2065	1155	1287	1222	1373	1055	299	512	833	host	oppA
gene-SERP0575	459	1466	1136	1547	1197	1159	761	1478	867	288	628	555	host	trpS
gene-SERP0856	611	2248	1702	1472	1948	1447	1005	3012	1377	397	1376	1090	host	gene-SERP0856
gene-SERP1612	146	246	162	141	80	351	43	136	106	8	62	43	host	gene-SERP1612
gene-SERP2523	829	1152	1041	1679	1469	1199	718	1547	1244	374	822	944	host	gene-SERP2523
gene-SERP2460	385	238	153	987	348	254	495	362	295	179	161	224	host	gene-SERP2460
gene-SERP0560	1048	1843	1449	2497	1644	1215	969	2237	1275	348	724	634	host	gene-SERP0560
gene-SERP1012	364	602	539	307	440	453	334	622	374	120	363	361	host	gene-SERP1012
gene-SERP1670	134	61	69	98	44	52	145	52	62	59	34	68	host	leuB
gene-SERP0496	1329	2846	3074	8600	2743	3365	3317	4010	3039	1371	1583	2515	host	sufC
gene-SERP0340	92	82	67	390	186	68	359	192	186	122	186	168	host	gene-SERP0340
gene-SERP0755	3250	2643	1083	4280	1677	2133	2606	2035	1358	618	1094	1099	host	ylmG
gene-SERP2304	6	22	8	35	35	15	44	40	28	19	32	43	host	hisB
gene-SERP0312	523	394	291	726	376	456	404	280	266	169	224	274	host	gene-SERP0312
gene-SERP1147	3370	1680	996	5323	2390	1220	4514	3611	2121	1976	2508	3497	host	dnaJ
gene-SERP1544	30	57	66	198	139	120	65	104	130	35	90	110	host	gene-SERP1544
gene-SERP0596	36	71	32	46	30	27	63	52	52	41	59	61	host	gene-SERP0596
gene-SERP2238	488	89	61	441	44	72	181	92	48	65	51	54	host	gene-SERP2238
gene-SERP2251	30	29	21	34	57	40	21	25	33	29	47	37	host	gene-SERP2251
gene-SERP1979	1498	2720	2148	4038	2872	3166	2455	3174	3187	989	2429	2535	host	sarZ
